"","fecha","reservas_internacionales","pasivos_monetarios","emision_monetaria","dinero_electronico","reservas_bancarias","depositos_a_la_vista","cuasidinero_total","cuasidinero_ahorro","cuasidinero_plazo","cuasidinero_restringido","cuasidinero_operaciones_de_reporto","cuasidinero_otros_depositos","credito_al_sector_privado_total","credito_al_sector_privado_cartera","crédito_al_sector_privado_otros","tasas_de_interes_referenciales_porcentajes_basica","tasas_de_interes_referenciales_porcentajes_pasiva","tasas_de_interes_referenciales_porcentajes_activa","inflacion_mensual","inflacion_anual","inflacion_acumulada"
"1",2006-01-31,1939.92,409.58,62,0,347.58,3143.66,5141.94,2534.95,2436.24,1,47.01,122.74,7740.15,7132.9,607.25,3,4.44,7.94,0.47811487263544,3.37433369968518,0.47811487263544
"2",2006-02-28,1913.48783,493.136981,60.435125,0,432.701856,3124.315339,5272.98,2577.08,2481.29,0,83.78,130.83,7864.559028,7234.98,629.579028,3,4.29,8.29,0.70780764583334,3.82343382612836,1.18930665209317
"3",2006-03-31,2350.74,485.14,61.91,0,423.23,3264.66,5353.84,2628.6,2551.93,0,61.87,111.44,8029.51,7355.09,674.42,2.95,4.45,8.52,0.65160566571506,4.22545411960406,1.84866190733599
"4",2006-04-30,2701.34,514.64,61.18,0,453.46,3318.16,5407.5,2765.26,2493.07,0,48.8,100.37,7874.14,7419.66,454.48,2.95,4.21,8.11,0.06847522007303,3.43070431600336,1.91840300271848
"5",2006-05-31,2229.731523,432.75398,62.501905,0,370.252075,3460.483514,5535.16,2768.32,2568.18,1.79,76.73,120.14,7894.826348,7552.19,342.636348,2.94,4.32,7.42,-0.14,3.11,1.78
"6",2006-06-30,2264.1,553.89,62.4,0,491.49,3454.17,5551.1,2787.89,2576.32,1.68,69.25,115.96,8085.8,7690.96,394.84,2.94,4.31,8.36,-0.23,2.8,1.54
"7",2006-07-31,2398.8,447.93,63.04,0,384.89,3460.06,5563.94,2794.98,2597.17,1.35,56.23,114.21,8175.92,7780.39,395.53,2.93,4.59,8.5,0.03,2.99,1.57
"8",2006-08-31,2660.17,516.28,64.07,0,452.21,3535.79,5612.11,2810.9,2648.86,1.06,44.64,106.65,8354.68,7971.17,383.51,2.96,4.46,8.58,0.21,3.36,1.79
"9",2006-09-30,2853.801421,499.844754,63.421189,0,436.423565,3547.262463,5685.84,2823.67,2677.81,3.04,69.16,112.16,8655.678365,8252.38,403.298365,2.98,4.87,7.56,0.57,3.21,2.38
"10",2006-10-31,2991.67,466.92,63.66,0,403.26,3501.81,5856.12,2813.77,2648.71,45.79,67.98,279.87,8785.63,8379.49,406.14,2.94,4.73,10.29,0.35,3.21,2.73
"11",2006-11-30,2412.97,500.88,64.57,0,436.31,3650.11,5791.99,2829.91,2660.77,112.26,48.8,140.25,8997.93,8556.15,441.78,2.92,5.14,8.75,0.17,3.21,2.9
"12",2006-12-31,2023.35,585.1,65.95,0,519.15,3691.94,5826.03,2938.45,2562.22,165.16,23.05,137.15,9197.76,8795.08,402.68,2.92,4.87,9.86,-0.03,2.87,2.87
"13",2007-01-31,2124.04,501.75,66.06,0,435.69,3627.56,5825.8,2918,2591.03,161.12,33.77,121.88,9346.42,8918.52,427.9,2.93,4.79,8.9,0.3,2.68,0.3
"14",2007-02-28,2468.69,486.19,66.18,0,420.01,3682.41,5890.33,2946.77,2613.23,178.06,46.99,105.28,9397.34,8966.32,431.02,4.93,4.93,9.51,0.07,2.03,0.36
"15",2007-03-31,2182.37,559.26,65.48,0,493.78,3483.05,5894.88,2938.48,2629.26,175.23,39.7,112.21,9541.1,9121.67,419.43,5.33,5.33,9.38,0.1,1.47,0.46
"16",2007-04-30,2801.24,483.66,65.91,0,417.75,3568.78,6075.91,3083.55,2646.06,201.29,37.49,107.52,9571.08,9150.1,420.98,5.44,5.44,9.98,-0.01,1.39,0.45
"17",2007-05-31,3076.33,512.94,65.78,0,447.16,3759.61,6164.33,3096.88,2706.24,205.89,52.07,103.25,9694.47,9272.77,421.7,5.64,5.64,9.35,0.03,1.56,0.48
"18",2007-06-30,3204.37,547.66,65.6,0,482.06,3763.66,6185.64,3070.37,2748.76,202.53,44.94,119.04,9823.23,9405.09,418.14,5.2,5.2,9.79,0.39,2.19,0.87
"19",2007-07-31,3440.77,526.61,66.39,0,460.22,3842.28,6287.57,3128.7,2737.21,258.81,41.44,121.41,9981.39,9554.27,427.12,5.53,5.53,10.92,0.42,2.58,1.29
"20",2007-08-31,3510.08,596.9,67.26,0,529.64,3963.98,6468.43,3252.26,2792.63,261.21,50.25,112.08,10095.65,9671.41,424.24,5.53,5.53,10.92,0.07,2.44,1.37
"21",2007-09-30,3611.13,603.71,67.9,0,535.81,3970.69,6502.36,3246.75,2821.78,251.49,74.19,108.15,10198.79,9759.98,438.81,5.61,5.61,11.82,0.71,2.58,2.09
"22",2007-10-31,3690.85,544.57,69.79,0,474.78,4133.09,6617.3,3259.9,2906.32,251.28,70.75,129.05,10294.89,9834.6,460.29,5.63,5.63,10.7,0.13,2.36,2.22
"23",2007-11-30,3617.78,597.88,70.31,0,527.57,4268.76,6789.82,3423.79,2927.18,243.84,80.53,114.48,10474.83,9940.48,534.35,5.79,5.79,10.55,0.49747633964624,2.69976469244447,2.73245030225816
"24",2007-12-31,3520.83,763.66,71.42,0,692.24,4453.61,7007.24,3638.55,2926.02,255.34,69.59,117.74,10639.31,10140.79,498.52,5.64,5.64,10.72,0.57163644204115,3.31970642598768,3.31970642598768
"25",2008-01-31,3511.051256,835.500207,72.173156,0,763.327051,4627.04502,7063.82,3567.17,3035.75,264.04,85.87,110.99,10754.105846,10266.08,488.025846,5.91,5.91,10.74,1.1421266552408,4.19042242733199,1.1421266552408
"26",2008-02-29,3989.42123,782.409672,72.09099,0,710.318682,4814.101026,7267.39,3586.43,3213.54,252.85,101.78,112.79,10844.928384,10354.95,489.978384,2.27,5.97,10.5,0.94356540022952,5.1025119793939,2.09646876741596
"27",2008-03-31,4143.552766,744.67841,73.528708,0,671.149702,4910.829188,7338.74,3646.56,3210.97,257.14,107.4,116.67,11047.291801,10561.28,486.011801,1.96,5.96,10.43,1.47960476818064,6.55548547758993,3.60709298744271
"28",2008-04-30,5599.113395,775.437098,74.4329,0,701.004198,4964.883727,7766.58,3943.64,3362.34,250.8,77.2,132.6,11297.082536,10738.41,558.672536,1.3,5.96,10.17,1.51831636064466,8.18359311731699,5.18017643105937
"29",2008-05-31,5874.722861,829.245045,74.267401,0,754.977644,5227.740808,7816.12,3924.73,3427.03,248.8,80.99,134.57,11536.649163,10962.08,574.569163,1.22,5.86,10.14,1.04881798289102,9.28531469764349,6.28332503590487
"30",2008-06-30,6103.122911,798.762361,74.362309,0,724.400052,5253.351867,7844.33,3886.63,3471.41,261.43,82.76,142.1,11790.824427,11220.86,569.964427,1.1,5.45,9.59,0.75678419609639,9.68732252979041,7.08766044286236
"31",2008-07-31,6161.412417,829.697942,75.268478,0,754.429464,5527.118272,8063.61,4001.08,3554.48,264.55,77.22,166.28,11974.14288,11496.23,477.91288,1.1,5.36,9.52,0.586191432173621,9.87099809996425,7.71775240471473
"32",2008-08-31,6372.313321,819.430295,75.036155,0,744.39414,5601.717087,8190.45,4069.44,3601.46,262.38,85.77,171.4,12389.500136,11908.38,481.120136,1.1,5.3,9.31,0.209872682893561,10.0213288542147,7.94382254163915
"33",2008-09-30,6511.44558,709.49504,75.191046,0,634.303994,5468.182202,8158.8,4038.44,3630.08,280.28,62.36,147.64,12744.176383,12230.64,513.536383,1.1,5.29,9.31,0.659373521789576,9.96585940775982,8.65557552588624
"34",2008-10-31,6273.561674,891.114268,75.969425,0,815.144843,5466.748501,8294.21,4149.54,3684.89,296.55,43.62,119.61,13052.409806,12488.81,563.599806,0.94,5.08,9.24,0.0316109365024744,9.85263133793708,8.68992257087213
"35",2008-11-30,6011.497302,1067.248825,75.751953,0,991.496872,5803.933989,8326.9,4181.44,3699.85,303.49,24.29,117.83,13403.992237,12817.37,586.622237,0.5,5.14,9.18,-0.160680413527331,9.1332077881894,8.51527915382272
"36",2008-12-31,4473.069024,1316.343694,77.321219,0,1239.022475,5792.075122,8310.19,4276.86,3596.3,290.42,2.79,143.82,13576.25232,12974.57,601.68232,5.1,5.09,9.14,0.292714396945911,8.83054136472292,8.832918998792
"37",2009-01-31,4271.617753,835.769419,76.041248,0,759.728171,5376.909724,8166.53,4113.15,3594.17,278.85,10.26,170.1,13523.500311,12893,630.500311,0.2,5.1,9.16,0.707417891614398,8.36278780202878,0.707417891614398
"38",2009-02-28,3996.506207,926.783429,74.907802,0,851.875627,5259.112255,8178.63,4092.93,3622.54,273.21,6.58,183.37,13478.318848,12839.54,638.778848,0.2,5.19,9.21,0.466154952320338,7.85028829939938,1.1768705074701
"39",2009-03-31,3244.072594,626.868763,74.157026,0,552.711737,5096.025772,8088.73,3992.55,3616.76,254.38,11.69,213.35,13198.386038,12599.43,598.956038,0.2,5.31,9.24,1.09118302965392,7.43748223282516,2.28089534838253
"40",2009-04-30,3142.264651,716.134608,75.303191,0,640.831417,4895.949771,8369.58,4242.38,3644.2,246.61,10.1,226.29,12989.223552,12377.74,611.483552,0.2,5.35,9.24,0.654969939192867,6.52379720394833,2.95080446645175
"41",2009-05-31,2594.399346,650.498454,74.12518,0,576.373274,4963.577399,8215.13,4142.79,3602.59,252.04,11.14,206.57,12909.267567,12309.93,599.337567,0.2,5.42,9.26,-0.01,5.41,2.94
"42",2009-06-30,2675.015537,820.120304,73.8316,0,746.288704,5069.407719,8265.99,4118.12,3725.24,239.68,10.1,172.85,12915.733908,12262.04,653.693908,0.2,5.63,9.24,-0.0755922617561566,4.53814808684534,2.86400825787396
"43",2009-07-31,3151.775734,935.611685,74.526575,0,861.08511,5085.61538,8450.53,4224.56,3792.61,242.9,6.92,183.54,12999.396046,12361.32,638.076046,0.2,5.59,9.22,-0.0734788061194109,3.85255989549145,2.7884250126795
"44",2009-08-31,3921.595644,1013.48342,75.242284,0,938.241136,5127.903194,8558.64,4225.75,3911.94,245.35,6.35,169.25,13031.681858,12417.19,614.491858,0.2,5.56,9.15,-0.29770815544731,3.32652819817149,2.48241548856095
"45",2009-09-30,4624.709272,883.162345,76.712004,0,806.450341,5095.486296,8604.16,4216.01,3994.22,248.55,4.19,141.19,13184.65119,12565.46,619.19119,0.2,5.57,9.15,0.63,3.29,3.12
"46",2009-10-31,4604.785456,990.583984,75.497604,0,915.08638,5172.202382,8908.76,4413.26,4103.61,252.86,9.18,129.85,13382.731252,12715.29,667.441252,0.2,5.44,9.19,0.23702064186591,3.50383339578375,3.36783889533509
"47",2009-11-30,5236.6674,1122.640466,76.095148,0,1046.545318,5680.644781,8841.8,4343.87,4073.28,268.41,2.02,154.22,13626.674604,12938.04,688.634604,0.2,5.44,9.19,0.34,4.02,3.71
"48",2009-12-31,3792.050943,1779.931475,77.364671,0,1702.566804,5876.797084,9395.8,4821.52,4114.56,303.32,3.49,152.91,13869.482792,13198.16,671.322792,0.2,5.24,9.19,0.575456302601921,4.31174363930484,4.31174363930493
"49",2010-01-31,3918.204351,1774.75877,77.224971,0,1697.533799,5902.74144,9442.47,4705.51,4265.88,306.33,7.84,156.91,13763.278095,13092.64,670.638095,0.2,5.24,9.13,0.83067396398701,4.4394110553949,0.83067396398701
"50",2010-02-28,3602.990153,1521.913719,77.439156,0,1444.474563,6186.064296,9474.14,4655.5,4369.85,310.07,2.47,136.25,13791.585742,13155.08,636.505742,0.2,5.16,9.1,0.340806404009129,4.30910519698431,1.17431135806184
"51",2010-03-31,4007.064565,1710.185739,77.90467,0,1632.281069,6378.41054,9589.6,4762.45,4401.07,296.46,3.07,126.55,14110.392122,13366.61,743.782122,0.2,4.87,9.21,0.162925306271973,3.35129928734573,1.33914991471052
"52",2010-04-30,4321.985978,1798.440017,78.303752,0,1720.136265,6325.216941,9934.61,5095.04,4407.07,301.95,1.88,128.67,14507.188006,13746.34,760.848006,0.2,4.86,9.12,0.517318909656808,3.20996088389292,1.86339650010478
"53",2010-05-31,4575.327906,1928.38803,78.34093,0,1850.0471,6413.291231,10015.56,5053.14,4530.47,297.96,1.43,132.56,14780.991892,14049.92,731.071892,0.2,4.57,9.11,0.0167581025951336,3.23626197009736,1.88046687259716
"54",2010-06-30,4103.539473,1625.080332,78.665864,0,1546.414468,6485.803684,10255.86,5141.99,4612.63,310.69,2.5,188.05,15087.9866,14372.59,715.3966,0.2,4.4,9.02,-0.00920523648314031,3.30484930013641,1.87108853469141
"55",2010-07-31,3857.604255,1664.510085,79.794747,0,1584.715338,6516.876703,10484.89,5181.63,4728.83,347.68,1.6,225.15,15457.593214,14710.02,747.573214,0.2,4.39,8.99,0.0195635043958049,3.40103719651741,1.89101808957495
"56",2010-08-31,3490.404081,1554.723638,79.969243,0,1474.754395,6889.14365,10571.75,5235.03,4772.66,356.3,1.71,206.05,15805.65045,15021.5,784.15045,0.2,4.25,9.04,0.106528867946182,3.82027056336204,1.99956143768461
"57",2010-09-30,4353.370354,1575.657087,81.264515,0,1494.392572,6773.343569,10596.61,5192.91,4796.14,383.16,4.54,219.86,16218.520279,15384.89,833.630279,0.2,4.25,9.04,0.256951163152493,3.44004859527006,2.26165049720918
"58",2010-10-31,3668.879978,1876.489665,81.299613,0,1795.190052,6787.550946,10730.75,5281.36,4844.98,385.53,1.82,217.06,16477.850237,15683.04,794.810237,0.2,4.3,8.94,0.25432109850301,3.45790188005247,2.52172345010105
"59",2010-11-30,3451.123532,1706.890429,81.761841,0,1625.128588,7189.807752,10893.22,5420.46,4896.34,394.78,8.8,172.84,16842.283506,15974.63,867.653506,0.2,4.3,8.94,0.27071901484942,3.3908341237587,2.79926924983181
"60",2010-12-31,2622.053708,1689.161015,82.432862,0,1606.728153,7125.912557,11468.85,5796.82,5101.81,403.58,2.51,164.13,17272.747069,16348.54,924.207069,0.2,4.28,8.68,0.514367298987779,3.32803507445128,3.32803507445128
"61",2011-01-31,2869.452144,1407.846058,82.292037,0,1325.554021,7214.658044,11292.6,5586.78,5084.81,411.31,37.88,171.82,17428.762584,16485.14,943.622584,0.2,4.55,8.59,0.679187687455297,3.17279680538687,0.679187687455297
"62",2011-02-28,3906.942944,1572.112504,81.765212,0,1490.347292,7469.584837,11494.66,5658.44,5183.07,424.39,40.38,188.38,17577.041077,16652.27,924.771077,0.2,4.51,8.25,0.55,3.39,1.24
"63",2011-03-31,3947.486015,1861.657955,81.680068,0,1779.977887,7682.439237,11922.11,5827.23,5382.16,407.75,30.06,274.91,17852.78283,16917.53,935.25283,0.2,4.59,8.65,0.336826296702,3.57250452242954,1.57891375054064
"64",2011-04-30,4164.84114,1988.736568,81.716566,0,1907.020002,7468.393115,12450.08,6355.3,5470.53,422.47,5.57,196.21,18221.869737,17336.27,885.599737,0.2,4.6,8.34,0.820080332324991,3.88446826319249,2.41194244399819
"65",2011-05-31,3884.341712,1776.6108,82.09353,0,1694.51727,7690.576495,12508.79,6224.95,5653.43,422.87,26.08,181.46,18513.986835,17586.35,927.636835,0.2,4.6,8.34,0.35,4.23,2.77
"66",2011-06-30,3841.484984,1829.724546,82.114227,0,1747.610319,7737.905201,12712.3,6309.32,5809.23,427.28,27.78,138.69,18865.055331,17642.63,1222.425331,0.2,4.58,8.37,0.0397720219887248,4.27733866441511,2.80700674885109
"67",2011-07-31,3980.670548,1925.087876,82.462857,0,1842.625019,7857.371758,13005.14,6437.44,5869.05,434.45,44.4,219.8,19174.389446,17968.57,1205.819446,0.2,4.58,8.37,0.18,4.44,2.99
"68",2011-08-31,4124.620068,1919.775893,82.762439,0,1837.013454,7971.235305,13249,6463.11,6083.83,449.99,45.62,206.45,19564.943135,18341.66,1223.283135,0.2,4.58,8.37,0.485975314936795,4.83612196602752,3.48825907371208
"69",2011-09-30,3635.418187,1916.421128,82.841513,0,1833.579615,7797.103799,13683.4,6478.37,6382.48,485.8,28.6,308.15,20129.940176,18870.71,1259.230176,0.2,4.58,8.37,0.79,5.39,4.31
"70",2011-10-31,4548.591143,1837.525252,83.414454,0,1754.110798,7761.141298,13849.26,6446.8,6483.31,510.19,49.28,359.68,20461.556649,19201.88,1259.676649,0.2,4.53,8.17,0.352159155305372,5.49727261735846,4.67403353043172
"71",2011-11-30,4093.684016,1604.621916,82.813536,0,1521.80838,7746.341977,13790.41,6476.85,6403.41,544.36,21.75,344.04,20835.110239,19575.79,1259.320239,0.2,4.53,8.17,0.3,5.53,4.99
"72",2011-12-31,2957.620284,1677.976417,83.197874,0,1594.778543,7854.633436,14556,6956.64,6689.12,528.32,25.8,356.12,21152.620197,19876.43,1276.190197,0.2,4.53,8.17,0.4,5.41,5.41
"73",2012-01-31,3371.378763,1782.674645,83.402306,0,1699.272339,8197.005429,14501.41,6801.14,6777.06,513.46,12.93,396.82,21133.14746,19815.12,1318.02746,0.2,4.53,8.17,0.56715220867816,5.29208305139121,0.56715220867816
"74",2012-02-29,3375.537248,1789.534244,83.006349,0,1706.527895,8407.690936,14925.4,6878.32,7067.03,512.28,36.26,431.51,21389.289992,19980.15,1409.139992,0.2,4.53,8.17,0.77748701288109,5.52509231279319,1.349048756325
"75",2012-03-31,3368.089102,1993.361869,82.884368,0,1910.477501,8779.762818,15188.8,6978.7,7261.56,522.63,32.94,392.97,21849.939896,20421.47,1428.469896,0.2,4.53,8.17,0.9,6.12,2.26
"76",2012-04-30,3787.385099,1722.327053,82.539484,0,1639.787569,8469.931997,15459.8,7336.6,7236.71,523.3,13.23,349.96,22327.149136,20817.85,1509.299136,0.2,4.53,8.17,0.157995995095092,5.42147417266921,2.42369049373335
"77",2012-05-31,3918.082389,1737.621815,83.258436,0,1654.363379,8642.999292,15712.91,7318,7480.11,542.64,18.26,353.9,22635.154023,21077.46,1557.694023,0.2,4.53,8.17,-0.194056212636355,4.85425835747773,2.22493095911883
"78",2012-06-30,3930.91677,1913.8088,83.414597,0,1830.394203,8548.293292,15887.6,7292.97,7547.53,574.28,23.56,449.26,22994.026936,21394.18,1599.846936,0.2,4.53,8.17,0.18,5,2.40392154409326
"79",2012-07-31,4040.320791,1803.003329,82.833945,0,1720.169384,8439.796204,15787.2,7235.66,7537.52,592.37,13.45,408.2,23139.936446,21605.52,1534.416446,0.2,4.53,8.17,0.26,5.09,2.67
"80",2012-08-31,4218.813962,2499.94257,83.26651,0,2416.67606,8383.975825,16033.95,7288.15,7714.28,592.62,32.48,406.42,23438.391839,21882.95,1555.441839,0.2,4.53,8.17,0.288667224599791,4.87926889775538,2.96780719929962
"81",2012-09-30,4883.431682,2390.614149,83.158872,0,2307.455277,8623.040313,15965.1,7236.29,7697.44,621.32,13.15,396.9,23900.572248,22304.71,1595.862248,0.2,4.53,8.17,1.12,5.22,4.12
"82",2012-10-31,4033.188818,2294.792078,83.289644,0,2211.502434,8682.373971,16154.54,7239.19,7848.9,647.31,18.35,400.79,24054.273343,22442.86,1611.413343,0.2,4.53,8.17,0.09,4.94,4.21
"83",2012-11-30,3442.964097,2210.662435,83.082588,0,2127.579847,9045.571418,16020.97,7265.27,7874.54,649.51,22.05,209.6,24053.634158,22553.95,1499.684158,0.2,4.53,8.17,0.14,4.77,4.36
"84",2012-12-31,2482.528069,2444.756208,84.516947,0,2360.239261,9533.203927,16464.51,7820.96,7806.21,638.45,1.14,197.75,24258.572737,22672.91,1585.662737,0.2,4.53,8.17,-0.18578186128189,4.16390961004486,4.16390961004486
"85",2013-01-31,2827.100607,2239.624904,83.714124,0,2155.91078,9369.264935,16496.01,7587.33,8102.36,616.74,2.93,186.65,24228.664592,22642.12,1586.544592,0.2,4.53,8.17,0.502822931998949,4.0972796139266,0.502822931998949
"86",2013-02-28,4212.811899,2546.008535,83.873203,0,2462.135332,9561.133279,16696.86,7608.26,8239.98,626.29,11.48,210.85,24221.290325,22574.69,1646.600325,0.2,4.53,8.17,0.184694274386914,3.48495921101515,0.688445891551569
"87",2013-03-31,4373.02641,2831.23737,83.79172,0,2747.44565,9453.26751,16633.99,7697.29,8082.7,636.06,10.18,207.76,24483.56065,22827.4,1656.16065,0.2,4.53,8.17,0.438384470034208,3.01058048230955,1.12984840145893
"88",2013-04-30,4660.865729,2638.015029,83.506967,0,2554.508062,9252.891682,16867.16,8037.04,7967.69,628.31,3.11,231.01,24828.602472,23109.51,1719.092472,0.2,4.53,8.17,0.179006428104671,3.03218931023186,1.31087733083005
"89",2013-05-31,4191.099715,2536.65688,84.632108,0,2452.024772,9626.691263,17021.99,8014.69,8175.31,646.96,0.5,184.53,24968.687605,23287.39,1681.297605,0.2,4.53,8.17,-0.217898310128376,3.00757651254533,1.09012264114994
"90",2013-06-30,3760.544929,2672.246677,84.233698,0,2588.012979,9316.613218,17144.28,8069.44,8243.09,639.32,3.2,189.23,25258.099181,23592.75,1665.349181,0.2,4.53,8.17,-0.144789863383934,2.68,0.943754390683165
"91",2013-07-31,3670.008017,2472.542864,84.546609,0,2387.996255,9370.512969,17204.89,8070.19,8287.8,661.67,5.87,179.36,25541.308013,23868.05,1673.258013,0.2,4.53,8.17,-0.0186603343815079,2.39201100734063,0.924917948576615
"92",2013-08-31,4508.120442,2720.735356,84.613598,0,2636.121758,9376.692174,17710.51,8243.37,8566.97,691.19,1.09,207.89,25894.279964,24185.38,1708.899964,0.2,4.53,8.17,0.173590944253903,2.27452124414067,1.10011446663103
"93",2013-09-30,4233.499972,2764.772047,84.325152,0,2680.446895,9560.278322,17671.54,8086.17,8674.17,697.04,19.92,194.24,26039.241162,24380.34,1658.901162,0.2,4.53,8.17,0.567880699847194,1.7141731147785,1.67424250421044
"94",2013-10-31,4206.004632,2824.721664,85.246661,0,2739.475003,9736.174915,17943.91,8160.58,8886.12,703.35,21.63,172.23,26272.104192,24476.6,1795.504192,0.2,4.53,8.17,0.408272122399623,2.04168008489924,2.08935009201612
"95",2013-11-30,4051.057716,3357.504853,85.701091,0,3271.803762,10018.635496,18232.4,8260.49,9022.96,723.35,24.46,201.14,26658.196778,24870.91,1787.286778,0.2,4.53,8.17,0.394188626206329,2.3013635719509,2.49177469864681
"96",2013-12-31,4360.521658,3985.46532,87.330005,0,3898.135315,10494.461724,18886.47,8908.88,9010.76,734.41,19.58,212.84,26812.32157,25074.39,1737.93157,0.2,4.53,8.17,0.203496635225278,2.70034201154125,2.70034201154123
"97",2014-01-31,4182.72646,3493.02791,86.154588,0,3406.873322,10173.43548,18922.02,8692.68,9325.56,730.28,4.72,168.78,26731.76949,25000.49,1731.27949,0.2,4.53,8.17,0.721709621701237,2.92401471284846,0.721709621701237
"98",2014-02-28,4332.405628,3325.529769,86.647344,0,3238.882425,10118.628709,19143.52,8730.13,9456.84,749.97,9.04,197.54,26625.241396,25331.65,1293.591396,0.2,4.53,8.17,0.109903584468114,2.84717904323503,0.832406390913052
"99",2014-03-31,3976.251628,3473.137565,86.92014,0,3386.217425,10177.076061,19139.87,8705.57,9379.22,750.05,0.08,304.95,26836.041411,25526.51,1309.531411,0.2,4.53,8.17,0.696282101011221,3.11126178379158,1.53448438863187
"100",2014-04-30,3568.892463,2906.400988,86.504072,0,2819.896916,9894.410351,19462.85,9138.12,9288.91,754.89,0.02,280.91,27202.076031,25874.01,1328.066031,0.2,4.53,8.17,0.29547589806184,3.2311403335473,1.83449431822163
"101",2014-05-31,4010.307098,3140.473874,87.032545,0,3053.441329,9907.409289,19652.85,9059.58,9559.78,753.7,0.53,279.26,27406.193156,26144.03,1262.163156,0.2,5.11,7.64,-0.04112400392919,3.41402496818177,1.79261589677691
"102",2014-06-30,5822.3908,3376.466145,87.097392,0,3289.368753,10537.723295,19765.53,9047.54,9688.47,762.22,0.55,266.75,27456.649526,26234.93,1221.719526,0.2,5.19,8.19,0.10406116208037,3.67174498224532,1.89854247579113
"103",2014-07-31,5557.394239,3163.460776,87.111238,0,3076.349538,10540.556745,19920.02,9072.95,9831.53,757.66,6.03,251.85,27737.615414,26454.83,1282.785414,0.2,4.98,8.21,0.4,4.11,2.30956808749696
"104",2014-08-31,6171.203926,3504.038381,86.76512,0,3417.273261,11149.515747,20178.04,9264.98,9905.71,762.98,8.4,235.97,27967.302411,26707.48,1259.822411,0.2,5.14,8.16,0.20942574696835,4.14659299986919,2.52383066468428
"105",2014-09-30,6689.22812,3188.942764,87.560705,0,3101.382059,11408.95104,20121.45,9082.14,10026.81,778.98,17.63,215.89,28219.005387,26961.27,1257.735387,0.2,4.98,7.86,0.61272423195359,4.19303229096758,3.15201901869387
"106",2014-10-31,6002.572778,3374.216793,87.602667,0.01,3286.604126,11194.311383,20635.94,9253.24,10316.3,799.19,0.4,266.81,28493.653249,27287.8,1205.853249,0.2,5.08,8.34,0.20279792172229,3.97981300560792,3.36120916947837
"107",2014-11-30,5863.302051,3598.770392,88.084971,0.075326,3510.610095,11688.44358,20685.9,9291.34,10319.99,808.99,0.6,264.98,28690.846372,27542.47,1148.376372,0.2,5.07,8.13,0.18123108489477,3.75924958827518,3.54853181021622
