"","reservas_internacionales","pasivos_monetarios","emision_monetaria","dinero_electronico","reservas_bancarias","depositos_a_la_vista","cuasidinero_total","cuasidinero_ahorro","cuasidinero_plazo","cuasidinero_restringido","cuasidinero_operaciones_de_reporto","cuasidinero_otros_depositos","credito_al_sector_privado_total","credito_al_sector_privado_cartera","crédito_al_sector_privado_otros","tasas_de_interes_referenciales_porcentajes_basica","tasas_de_interes_referenciales_porcentajes_pasiva","tasas_de_interes_referenciales_porcentajes_activa","inflacion_mensual","inflacion_anual","inflacion_acumulada","periodo","TOTAL.NACIONAL.Producción.de.Petróleo.Crudo","TOTAL.NACIONAL.PRODUCCIÓN.DE.PETRÓLEO.CRUDO.FISCALIZADA..Miles.de.barriles.","TOTAL.NACIONAL.EXPORTACIONES.DE.PETRÓLEO.CRUDO..Miles.de.barriles.","TOTAL.NACIONAL.CRUDO.RECIBIDO.EN.REFINERÍAS.Y.CONSUMO.EN.OLEODUCTO..Miles.de.barriles.","TOTAL.NACIONAL.MATERIA.PRIMA.PROCESADA.EN.REFINERÍAS..Miles.de.barriles.","TOTAL.NACIONAL.TRANSPORTE.POR.OLEODUCTOS..Miles.de.barriles.","TOTAL.NACIONAL.PRODUCCIÓN.DE.DERIVADOS..Miles.de.barriles.","TOTAL.NACIONAL.IMPORTACIÓN.DE.DERIVADOS..Miles.de.barriles.","TOTAL.NACIONAL.CONSUMO.INTERNO.DE.DERIVADOS..Miles.de.barriles.","TOTAL.EXPORTACIONES.DE.PETRÓLEO..miles.de.barriles.","EXPORTACIONES.DE.PETRÓLEO.DE.EMPRESAS.PÚBLICAS..miles.de.barriles.","EXPORTACIONES.DE.PETRÓLEO.DE.COMPAÑÍAS.PRIVADAS..miles.de.barriles.","EXPORTACIONES.DE.PETRÓLEO.DE.MEM..miles.de.barriles.","TOTAL.EXPORTACIONES.DE.DERIVADOS..miles.de.barriles.","Exportaciones.de.Derivados..miles.de.barriles.","Ingresos.de.EP.PETROECUADOR.por.Exportaciones..miles.de.USD.","DIFERENCIA.INGRESOS.Y.EGRESOS..miles.de.USD.","Precio.Promedio.Mensual.WTI","Precio.Promedio.Mensual.Brent"
"88",3568.892463,2906.400988,86.504072,0,2819.896916,9894.410351,19462.85,9138.12,9288.91,754.89,0.02,280.91,27202.076031,25874.01,1328.066031,0.2,4.53,8.17,0.29547589806184,3.2311403335473,1.83449431822163,2014-04-01,16805.65303,16584.39419,8569.34499,4357.506872464,4294.562503313,16199.6452,5905.56198373495,3982.77898,7796.09994371886,8569.34499,7523.898,0,1045.44699,355.42322,26.653019126686,775868.6603,-305020.203958397,102.02,107.69
"89",4010.307098,3140.473874,87.032545,0,3053.441329,9907.409289,19652.85,9059.58,9559.78,753.7,0.53,279.26,27406.193156,26144.03,1262.163156,0.2,5.11,7.64,-0.04112400392919,3.41402496818177,1.79261589677691,2014-05-01,17182.81141,16929.925,15573.33458,4338.3495013451,4266.0631651349,16729.81794,5715.4025157037,4648.86663,7869.79431393238,15573.33458,13923.75622,0,1649.57836,189.43244,47.290871951708,1353938.89837,-334714.722736525,102.03,109.67
"90",5822.3908,3376.466145,87.097392,0,3289.368753,10537.723295,19765.53,9047.54,9688.47,762.22,0.55,266.75,27456.649526,26234.93,1221.719526,0.2,5.19,8.19,0.10406116208037,3.67174498224532,1.89854247579113,2014-06-01,16658.194831,16364.57065,13043.60942,4905.42282,4826.671,14919.35663,6545.17519246467,4209.9103291745,7384.56922983191,13043.60942,12094.98641,0,948.62301,0,5.183659992108,1200221.68015,-321561.609338074,105.24,111.66
"91",5557.394239,3163.460776,87.111238,0,3076.349538,10540.556745,19920.02,9072.95,9831.53,757.66,6.03,251.85,27737.615414,26454.83,1282.785414,0.2,4.98,8.21,0.4,4.11,2.30956808749696,2014-07-01,17310.18929,17053.33652,12778.46766,3904.73619,3825.407,16570.76157,5710.44621273271,4035.5267738575,7635.35498674619,12778.46766,11384.68247,0,1393.78519,0,5.681849088578,1038659.65304,-284239.607746209,102.87,106.64
"92",6171.203926,3504.038381,86.76512,0,3417.273261,11149.515747,20178.04,9264.98,9905.71,762.98,8.4,235.97,27967.302411,26707.48,1259.822411,0.2,5.14,8.16,0.20942574696835,4.14659299986919,2.52383066468428,2014-08-01,17310.74651,17108.05871,14624.02117,3659.49862,3576.21818,16765.70104,5449.79557677105,5010.74302,7669.02943402919,14624.02117,13465.80638,0,1158.21479,0,4.901675597442,1161644.87148,-333431.830066703,96.38,101.56
"93",6689.22812,3188.942764,87.560705,0,3101.382059,11408.95104,20121.45,9082.14,10026.81,778.98,17.63,215.89,28219.005387,26961.27,1257.735387,0.2,4.98,7.86,0.61272423195359,4.19303229096758,3.15201901869387,2014-09-01,16527.54395,16262.48808,12376.95914,3649.85024,3623.00736,15857.65523,5166.38948594538,4393.12818,7913.41921339681,12376.95914,11068.70074,0,1308.2584,0,14.2254708982516,924261.05956,-304009.782900836,93.36,97.3
"94",6002.572778,3374.216793,87.602667,0.01,3286.604126,11194.311383,20635.94,9253.24,10316.3,799.19,0.4,266.81,28493.653249,27287.8,1205.853249,0.2,5.08,8.34,0.20279792172229,3.97981300560792,3.36120916947837,2014-10-01,17274.19226,16960.23532,13834.08202,2039.20815,1965.84306,16030.33569,4168.0283776601,5504.8038584455,8384.87531976071,13834.08202,12328.65826,0,1503.77876,0,7.693664692545,903051.52506,-367264.411989327,84.43,87.41
"95",5863.302051,3598.770392,88.084971,0.075326,3510.610095,11688.44358,20685.9,9291.34,10319.99,808.99,0.6,264.98,28690.846372,27542.47,1148.376372,0.2,5.07,8.13,0.18123108489477,3.75924958827518,3.54853181021622,2014-11-01,16884.76805,16620.17353,14722.22463,2900.97899,2813.84244,16551.48487,4658.64674391695,5930.7395731025,8107.98652273543,14722.22463,13199.0017,0,1523.22293,418.3506,85.248811693984,835632.46449,-354009.131195378,76.04,78.9
"96",3949.069575,3592.707119,86.581904,0.07839,3506.046825,11262.967291,21465.01,9979.06,10329.88,817.06,0.6,338.41,29156.623085,27926.53,1230.093085,0.2,5.18,8.19,0.11475334284153,3.66735721193211,3.66735721193211,2014-12-01,17394.03068,17053.28137,13336.48079,3611.5643925059,3527.5504766475,16491.80406,5408.45974580365,5798.1882793155,8552.85044299524,13336.48079,11726.39175,0,1610.08904,373.65253,65.531032561039,544458.82971,-251087.630471811,59.5,62.53
"97",3654.688002,2859.309375,87.412042,0.075324,2771.822009,10886.570802,21117.57,9618.09,10273.31,956.23,0,269.94,29358.861447,28126.33,1232.531447,0.2,5.22,7.84,0.59036547820282,3.53217185567081,0.59036547820282,2015-01-01,17289.41015,17024.99255,14451.4683,3420.64712,3346.24579,17083.69647,5252.97229557733,4925.6333997075,7888.55619482591,14451.4683,12496.63605,0,1954.83225,203.32283,45.603399436092,528169.65707,-221939.705989558,47.29,47.86
"98",3717.301389,2708.317198,87.075282,0.266955,2620.974961,10943.472725,21266.15,9588.64,10254.9,1145.95,2.4,274.26,29768.972127,28538.96,1230.012127,0.2,5.32,7.41,0.61239066236257,4.05183651062593,1.20637148362771,2015-02-01,15487.52369,15215.1832,11666.81812,3387.97509,3316.48275,14993.75189,4821.425304886,4706.4279578715,6903.69332061038,11666.81812,9530.96739,0,2135.85073,798.15451,185.253895290376,436030.59389,-189211.511196557,50.76,58.13
"99",3667.73666,3001.694879,86.118815,0.436181,2915.139883,11001.616475,21316.95,9506.5,10362.39,1174.07,14.8,259.19,29840.700819,28692.15,1148.550819,0.2,5.31,7.31,0.41418583758795,3.76033980717596,1.62555394104954,2015-03-01,17134.43263,16875.99023,13676.87018,4082.2339616392,4000.0169433375,16481.21957,5733.0639758811,4005.52214,7883.74058880857,13676.87018,12083.8079,0,1593.06228,581.44228,117.591185496626,546394.86399,-138274.81559367,47.77,55.93
"100",3439.927531,2404.648184,86.17894,0.521665,2317.947579,10321.430545,21424.56,9660.77,10292.04,1165.36,0.6,305.79,29942.43761,28803.02,1139.41761,0.2,5.39,8.09,0.837239516663374,4.32081949639538,2.47603090686772,2015-04-01,16436.798,16179.4057,10095.74015,4010.4360683683,3934.6916247863,15659.19229,5425.84867436401,5019.6117168725,7466.99244262119,10095.74015,8915.90786,0,1179.83229,409.7791,102.021174694995,519748.04417,-166136.529509905,54.43,59.5
"101",4567.459056,2997.969686,86.890769,0.577299,2910.501618,10521.343154,21438.72,9539.61,10387.4,1197.87,0,313.84,29758.155083,28639.23,1118.925083,0.2,5.51,8.45,0.177027623161138,4.54849068903227,2.65744178869203,2015-05-01,16838.94781,16543.86246,13199.79812,3436.732675206,3364.297930142,15797.12404,5424.84574032262,4678.7982996995,7689.51861310462,13199.79812,12139.66838,0,1060.12974,594.11055,121.406742365602,722341.30075,-182457.801411165,59.28,64.32
"102",4739.191386,3027.303187,86.785893,0.610639,2939.906655,10522.657594,21060.17,9331.49,10185.11,1222.36,0.6,320.61,29365.079049,28291.37,1073.709049,0.2,5.48,8.7,0.41,4.87,3.08,2015-06-01,16231.32358,15991.11355,12154.30669,3461.1958911443,3394.0721227841,16227.79482,5380.48768442739,4791.980411902,7499.78954321271,12154.30669,10231.92833,0,1922.37836,592.25468,164.139873704218,584573.36916,-172823.481523672,59.81,61.69
"103",4771.966365,2932.65535,86.526715,0.65264,2845.475995,10403.941365,21140.45,9190.41,10458.15,1219.36,0.6,271.93,29714.251951,28678.82,1035.431951,0.2,5.54,8.54,-0.08,4.36,2.99,2015-07-01,16671.71886,16393.05973,14618.2347,3676.46516,3602.62322,16810.97572,5593.40248341434,4261.3338539425,7781.97497988762,14618.2347,13229.03006,0,1389.20464,600.33965,169.154427883596,575647.32484,-150183.52175765,51.17,56.54
"104",4201.407863,2752.252957,86.155542,0.752214,2665.345201,10345.669332,20768.43,8958.33,10293.64,1244.69,0.8,270.97,29381.792308,28326.45,1055.342308,0.2,5.55,8.06,-0.00130890992369,4.14165848822596,2.99290005159836,2015-08-01,16651.09652,16405.01125,14460.78412,3675.5796697959,3599.0482624791,16828.16861,5578.32104315209,5004.9932840285,7867.12834694829,14460.78412,12544.70005,0,1916.08407,764.67076,132.447336759196,489645.91128,-137730.979047713,42.77,46.72
"105",3511.564106,2581.117567,87.190649,0.757164,2493.169754,9642.524738,20575.06,8781.52,10293.45,1258.21,0,241.88,29172.979757,28145.77,1027.209757,0.2,5.55,8.06,0.26,3.78,3.27,2015-09-01,16169.25619,15900.54218,12346.40933,3366.0256373166,3287.7803060137,16280.45288,5222.78256446601,4631.8915036805,7776.31176483914,12346.40933,10313.40296,0,2033.00637,0,53.629696229538,413754.44694,-116179.074181673,45.48,47.61
"106",3308.362983,2848.591048,86.848094,0.762391,2760.980563,9265.690184,20617.21,8726.49,10335.82,1296.5,0,258.4,29005.332967,27890.02,1115.312967,0.2,4.98,9.11,-0.09,3.48,3.17,2015-10-01,16677.52528,16410.45035,11194.88585,3548.0688174416,3459.9773107711,16834.53631,5509.00964642016,5052.1887186465,8217.29260670338,11194.88585,9519.4708,0,1675.41505,374.87071,117.258821703308,373393.34707,-104505.465546263,46.26,48.56
"107",3126.319721,2917.200333,86.495713,0.776882,2829.927738,9214.244165,20359.85,8542.1,10256.1,1287.31,1.5,272.84,28675.913249,27598.06,1077.853249,0.2,5.11,9.22,0.11,3.4,3.28,2015-11-01,16110.03461,15799.58022,12024.52393,3666.046960587,3603.1187848271,16224.05257,5211.25203149296,5111.607923762,7528.53633193071,12024.52393,10226.71247,0,1797.81146,190.55616,49.692291647126,324617.14581,-82813.6912361222,42.67,44.3
"108",2495.956626,3140.47869,86.256284,0.777388,3053.445018,8653.901406,20608.96,8873.87,10238.16,1256.88,0,240.05,28168.592966,27019.98,1148.612966,0.2,5.14,9.12,0.09,3.38,3.38,2015-12-01,16531.54878,16211.72182,11875.2573,5202.5263732353,5134.584732206,16506.6222,6849.82318769583,3889.914116083,8296.89694321995,11875.2573,10132.72472,0,1742.53258,583.39579,160.581866767216,285944.64472,-50800.9283637342,37.23,38.16
"109",3207.359381,3844.976981,84.886662,0.79337,3759.296949,8871.553446,20932.51,8742.67,10432.38,1233.47,0,523.99,27898.029381,26737.49,1160.539381,0.2,5.62,9.15,0.31,3.09,0.31,2016-01-01,16560.66977,16301.77105,12632.84051,4954.658073251,4897.9741495851,15938.99742,6497.65427622162,4443.245259608,7526.63526752448,12632.84051,10911.75202,0,1721.08849,923.92538,145.12428672194,253130.0842966,-31007.8775434756,31.46,30.75
"110",3341.642233,3992.754702,83.982169,0.802315,3907.970218,9346.315664,20690.55,8640.84,10541.02,1237.2,0,271.49,27745.757975,26583.78,1161.977975,0.2,5.83,8.88,0.14,2.6,0.45,2016-02-01,15649.24348,15352.69242,10475.85317,4790.4215269688,4769.1213547947,14675.37752,6072.42469837397,3842.8973938185,7209.16906540914,10475.85317,9242.62332,0,1233.22985,926.67073,156.39499069951,225957.143482,-11507.4529789992,30.33,32.46
"111",2573.06831,4015.000442,83.351993,0.799597,3930.848852,9460.981187,20860.77,8611.96,10696.03,1239.08,0,313.7,27709.115212,26555.97,1153.145212,0.2,5.95,8.86,0.13701561817351,2.32084641085774,0.58425333545103,2016-03-01,17096.98492,16817.19545,11868.36,5394.0100627981,5349.2625156773,16283.36595,6867.52834742702,3779.8353941745,7475.64001776567,11868.36,10110.26967,0,1758.09033,759.10368,150.325775123784,304885.75294,-28651.7895235113,37.77,38.51
"112",2485.023691,3794.986196,83.903732,0.793618,3710.288846,9126.711454,20995.61,8843.18,10574.19,1254.96,0,323.28,27763.006867,26593.79,1169.216867,0.2,5.85,9.03,0.306576022118946,1.78237532436836,0.892193258671569,2016-04-01,16652.97521,16327.18118,10072.9206,4863.5569968308,4802.6014814162,16297.21169,6131.10682084121,3297.767455428,6955.51793312943,10072.9206,9181.00397,0,891.91663,1527.05007,214.01094622289,353894.97757,-36116.0349814188,40.95,41.48
"113",2158.551535,3780.776657,83.798087,0.917902,3696.060668,9251.399982,20779.32,8544.29,10675.88,1254.43,0,304.72,27647.199837,26393.15,1254.049837,0.2,5.47,8.89,0.03179955602795,1.63481996175381,0.92470394360103,2016-05-01,17225.67777,16745.20684,13050.02954,4419.5790810256,4353.4528496464,16260.8621,6047.84103912094,3037.7024957225,6963.22666336433,13050.02954,11601.1135,0,1448.91604,1297.66188,203.28362737282,477159.81025,-46492.2198504622,46.84,46.83
"114",3433.759376,4485.965298,83.429237,1.060064,4401.475997,10083.721869,21115,8661.66,10822.78,1295.53,6,329.03,27776.930702,26576.01,1200.920702,0.2,6,8.66,0.36,1.59,1.29,2016-06-01,16501.85253,16354.47173,12889.96763,4361.2641214944,4302.4504544898,15679.6395,5777.89920392905,3691.3432057635,6906.72598832009,12889.96763,10927.00605,0,1962.96158,1174.90728,-192.38378170166,476507.78141,-65623.3496840049,48.74,48.28
"115",4295.855473,4794.957123,84.074711,1.543664,4709.338748,10185.790995,21371.14,8781.64,11015.53,1297.11,0,276.86,28221.889713,26864.53,1357.359713,0.2,6.01,8.67,-0.08520237869182,1.57973754639939,1.20058069936404,2016-07-01,16927.89904,16639.83066,14077.62158,4485.03173,4442.503362,16825.72491,6085.41191258973,3920.132830436,7068.71612567962,14077.62158,12709.24382,0,1368.37776,963.0691,201.2245731617,479047.0545,-61180.370866968,44.9,45
"116",4166.7200482,4858.391458,84.970832,1.587384,4771.833242,10526.187345,22072.88,9046.46,11451.72,1297.29,4,273.41,28756.183918,27407.56,1348.623918,0.2,5.91,8.21,-0.16301708779663,1.41547265364551,1.03560645987466,2016-08-01,17014.777301,16553.3203,11443.67921,4632.9381720477,4565.7855922123,16929.53718,6095.65747285834,4569.6958476775,7330.29593405343,11443.67921,9631.717,0,1811.96221,1297.44367,237.94781717295,400018.487956382,-64521.9955765982,44.75,45.85
"117",4472.928412,4966.784801,85.222753,2.898244,4878.663804,10575.049465,22462.91,9138.15,11698.93,1307.52,10,308.31,28782.33159,27461.36,1320.97159,0.2,5.78,8.78,0.15,1.3,1.19,2016-09-01,16795.86358,16465.17264,11527.46626,4535.1721286086,4460.7748476321,16620.52296,6063.26890461956,3902.0676800435,7242.08821306291,11527.46626,9783.88912,0,1743.57714,1112.77369,186.87996671665,422252.313142106,-59740.0720195197,45.16,46.69
"118",4274.625713,5241.670995,86.07706,3.047543,5152.546392,10711.372359,22812.65,9232.28,11964.09,1323.19,10,283.09,29349.244534,27775.41,1573.834534,0.2,5.75,8.71,-0.08,1.31,1.11,2016-10-01,17125.60854,16717.78208,13006.35671,4279.8011468058,4213.8174044443,16681.17189,6193.63175560432,3701.364615,7382.81952411302,13006.35671,11829.22401,0,1177.1327,350.43728,105.448610148598,498712.3129035,-68480.0547443877,49.89,49.74
"119",3907.337217,5158.619741,86.027586,3.774137,5068.818018,11086.136408,22861.36,9300.1,11902.34,1304.28,10,344.64,29619.674929,27998.01,1621.664929,0.2,5.51,8.38,-0.15,1.05,0.96,2016-11-01,16315.24964,15987.92968,11634.24685,4510.2842912485,4440.3547038331,15798.48254,6075.50889856868,4290.22174605,7469.043415791,11634.24685,9654.96427,0,1979.28258,1047.84375,179.26429506192,417629.369405875,-62138.4057484641,45.67,45.13
"120",4258.849946,6136.375451,88.194713,4.126715,6044.054023,11404.536994,23553.47,10031.76,11794.53,1344.47,0,382.71,29910.06667,28482.68,1427.38667,0.2,5.12,8.1,0.16,1.12,1.12,2016-12-01,16862.69673,16424.14516,11880.04281,4441.0200661886,4365.1909958518,16072.45096,6144.49985540706,4571.64116945,8092.77351530088,11880.04281,10418.8931,0,1461.14971,699.02949,176.647857691938,494528.898056179,-92248.1342809366,52.02,53.57
"121",4889.053605,5430.419804,89.16398,4.971321,5336.284503,11823.731448,23345.29,9795.19,11814.25,1327.69,12,396.16,30063.926259,28419.63,1644.296259,0.2,5,8.02,0.09,0.9,0.09,2017-01-01,16623.70914,16335.72053,11771.58405,4660.918178415,4586.2901391545,16078.63273,6177.30442376878,4495.01894,7071.05885745999,11771.58405,10397.27442,0,1374.30963,900.51374,159.17141288836,505984.6448239,-103268.553139249,52.5,54.58
"122",4774.364116,5514.321701,89.385707,6.143148,5418.792846,11816.463284,23786.56,10011.4,12038.03,1292.97,18,426.16,30300.466385,28668.02,1632.446385,0.2,5.07,8.25,0.2,0.96,0.29,2017-02-01,14984.273395,14742.24188,11776.79343,3964.5743793635,3900.7668587455,14580.18135,5706.9431424062,3493.82789,6237.59180967129,11776.79343,10022.15267,0,1754.64076,931.3136,217.31327117205,487066.668,-78505.6705794901,53.4,55.06
"123",3809.618426,5722.212493,87.755964,7.468235,5626.988294,12461.767457,24042.99,10143.37,12185.72,1309.5,15,389.4,30486.017594,29058.6,1427.417594,0.2,4.89,8.14,0.14,0.96,0.42,2017-03-01,16452.784061,16122.32784,11431.30534,4440.9276729997,4372.9688512727,16035.24644,6229.41476852188,3838.5491,7016.79420339586,11431.30534,10089.88487,0,1341.42047,969.00077,215.3918266542,471202.5660218,-82318.0237029741,49.58,51.6
"124",3236.121601,5350.088841,87.377241,8.632575,5254.079025,12170.649902,24468.49,10532.01,12238.61,1338.62,6,353.25,31210.662958,29692.25,1518.412958,0.2,4.81,8.13,0.43,1.09,0.86,2017-04-01,15843.669612,15545.57735,11590.85809,3070.14098,3006.00775411,14995.92028,5122.48130095949,3323.54426,6557.63383911354,11590.85809,10287.6038,0,1303.25429,1207.00572,241.71689343865,510149.9533088,-75513.3716988859,51.06,52.59
"125",2790.041144,4578.610298,88.017851,9.819016,4480.773431,12233.08476,24425.66,10427.97,12269.87,1351.69,12,364.13,31643.08204,30146.31,1496.77204,0.2,4.82,7.37,0.05,1.1,0.91,2017-05-01,16527.703873,16210.57003,11670.39119,5023.8808091297,4961.8196685844,15908.18073,6588.67557043205,4653.10935,7278.66929675484,11670.39119,10045.85247,0,1624.53872,1143.71976,221.80379908712,463996.9902382,-89953.0850138255,48.56,50.45
"126",4467.14641,5018.252343,86.42027,10.029009,4921.803064,12364.169883,24761.78,10543.85,12480.4,1333.33,0,404.2,31718.796019,30389.22,1329.576019,0.2,4.8,7.72,-0.58,0.16,0.32,2017-06-01,16197.208451,15889.16583,11409.55151,5010.9627836798,4944.1778787647,16223.88855,6471.95659318453,3938.46521,7091.76788004995,11409.55151,9494.84459,0,1914.70692,1444.9068,263.9558845784,441220.81959234,-75003.6681497323,45.17,46.42
"127",4260.912299,4792.800824,86.277049,10.324241,4696.199534,12455.092231,24687.62,10407.06,12571.22,1351.25,10,348.09,32225.522719,30761.62,1463.902719,0.2,4.84,8.15,-0.14,0.1,0.18,2017-07-01,16775.421157,16465.4081,11489.27395,5469.5268605337,5381.9928512307,16585.97007,6639.7224529502,4091.29959,7331.38349417286,11489.27395,10112.29585,0,1376.9781,1463.059,253.799455833,475688.06997818,-71162.7785774215,46.67,48.51
"128",3650.480826,4512.001841,85.826087,10.786659,4415.389095,12581.093989,24782.18,10486.15,12596.87,1364.15,0,335.01,32631.503475,31167.13,1464.373475,0.2,4.96,7.58,0.01,0.28,0.2,2017-08-01,16615.270476,16238.94178,10844.8542,5375.1614643779,5291.7711373192,16255.78112,7167.34784199208,4224.27177,7414.4031124319,10844.8542,9026.03581,0,1818.81839,1459.05039,226.32186400344,453650.1239353,-82041.7207101789,48.03,51.66
"129",2362.376838,4346.34204,85.803219,8.552673,4251.986148,11609.284269,24879.21,10445.59,12752.21,1384.05,12,285.36,33065.594389,31724.85,1340.744389,0.2,4.97,8.19,-0.15,-0.03,0.04,2017-09-01,15867.669527,15616.68203,11683.58037,5057.7984315574,4998.6576395119,15870.84424,6763.21109343131,4559.58581,7361.49244431033,11683.58037,10122.83695,0,1560.74342,1716.91305,287.15998083762,538882.49397664,-130174.751501831,49.71,56.07
"130",4806.589172,4602.896212,85.582612,8.858624,4508.454976,12351.72694,25016.58,10376.91,12916.53,1435,12,276.14,33540.840154,32235.83,1305.010154,0.2,4.8,7.86,-0.14,-0.09,-0.1,2017-10-01,16295.277074,16050.69805,10915.82237,5283.8689419712,5229.7676758243,16587.46624,7059.90958764409,4365.76286,7707.69949721586,10915.82237,9347.3852,0,1568.43717,1310.76935,265.87104371101,523069.87030718,-106034.918173962,51.57,57.28
"131",4018.466982,4750.831031,84.890476,10.205476,4655.735079,12776.333864,25178.51,10468.52,12895.59,1483.35,12,319.05,34231.291521,32868.28,1363.011521,0.2,4.91,7.79,-0.27,-0.22,-0.38,2017-11-01,15631.167423,15299.3877,10699.46787,5004.0232650992,4956.3944242106,15704.58636,6732.20573235527,3857.83627,7516.09475914662,10699.46787,8951.90961,0,1747.55826,1671.05535,282.49941673734,578112.19241345,-111751.924616294,56.67,62.63
"132",2451.065793,5338.653452,85.315281,8.875507,5244.462664,12387.097588,26260.27,11256.11,13133.45,1491.25,0,379.46,34805.249843,33501.73,1303.519843,0.2,4.95,7.83,0.18,-0.2,-0.2,2017-12-01,16112.935878,15750.36764,10210.77998,5368.5946002904,5324.029038248,16151.16425,7059.97832377801,4153.27552,7974.91588281576,10210.77998,8434.54122,0,1776.23876,1222.81066,197.14721387563,546703.956963771,-116856.219979138,57.94,64.14
"133",5706.587361,4391.106705,84.783805,11.315105,4295.007795,12904.632907,25962.45,10891.79,13333.61,1462.12,0,274.93,35117.903389,33802.55,1315.353389,0.2,4.98,7.72,0.19,-0.09,0.19,2018-01-01,15901.123171,15656.63444,11752.9522,5421.7283112343,5365.7444390873,15592.45527,6941.61472961958,4363.24537,7512.11579392567,11752.9522,10190.88276,0,1562.06944,1294.16687,189.54790138176,686973.335676923,-135437.970371921,63.7,69.13
"134",5406.784874,4642.98037,84.628823,11.169677,4547.18187,13287.598677,26273.08,10918.79,13633.25,1460.99,0,260.05,35247.321112,33926.42,1320.901112,0.2,5.06,7.41,0.15,-0.14,0.34,2018-02-01,14355.301034,14119.7382,8212.36489,4743.7218592125,4674.4812208842,14610.14074,6457.34161199836,3463.4938,6783.39173976257,8212.36489,6612.17783,0,1600.18706,1701.01133,264.07639137432,471772.249112946,-114952.101967483,62.15,65.16
"135",4868.082078,5233.423009,84.66972,7.718132,5141.035157,13639.783865,26725.71,11092.92,13941.73,1466.7,0,224.36,35560.772331,34296.75,1264.022331,0.2,4.96,7.26,0.06,-0.21,0.41,2018-03-01,15848.869433,15551.86361,11142.50475,5053.6865405211,4986.772065773,15562.5435,6676.15409362867,3382.11963,7750.08612235962,11142.50475,9760.47128,0,1382.03347,1307.95255,201.68537001692,626434.06470124,-102543.610092153,62.76,65.89
"136",4260.353496,4902.180504,84.034213,0,4818.146291,12909.294411,27121.31,11521.37,13867.12,1480.32,0,252.5,36156.63144,34917.92,1238.71144,0.2,4.99,7.63,-0.14,-0.78,0.27,2018-04-01,15497.95944,15188.87233,9616.91795,4819.1791732964,4753.5840320909,15219.30141,6328.33610198765,4694.26928,7475.85718621167,9616.91795,7645.90982,0,1971.00813,1359.93806,204.49632978111,543737.980991247,-158685.962879701,66.32,71.58
"137",3752.034904,4675.106919,83.896074,0,4591.210845,12845.414066,27016.83,11307,13977.36,1482.18,0,250.29,36758.296859,35460.64,1297.656859,0.2,4.99,6.67,-0.18,-1.01,0.09,2018-05-01,15984.738983,15705.80494,11626.39923,5116.1591613369,5054.7635703086,15745.24019,6871.51126161614,5356.82988,7873.59066518776,11626.39923,10228.93876,0,1397.46047,1121.84581,209.99800668318,722244.358776408,-228190.714628439,69.89,76.85
"138",3166.738373,4767.266845,84.117753,0,4683.149092,12339.856732,27202.36,11347.81,14117.56,1501.47,0,235.52,37189.678137,35963.92,1225.758137,0.2,5.11,7.33,-0.27,-0.71,-0.19,2018-06-01,15512.892849,15195.06696,10835.02695,4950.7543060487,4888.4968114206,15416.16523,6715.39466285532,4362.15971,7622.8903304969,10835.02695,9212.41109,0,1622.61586,1333.17946,220.65198116062,657038.56652789,-167377.670405966,67.7,74.17
"139",3128.46647,4671.602757,84.147179,0,4587.455578,12632.163372,27316.23,11193.98,14369.48,1497.98,0,254.79,37716.865456,36389.59,1327.275456,0.2,5.14,7.48,-0.004,-0.57,-0.19,2018-07-01,16223.568167,15869.35388,11065.47346,5127.6833645292,5060.8315150406,16257.95258,7056.28721519451,4357.07071,7790.39995289186,11065.47346,9564.64005,0,1500.83341,1537.40605,277.9417251064,743571.957390773,-162247.081271412,71.03,74.33
"140",3050.197573,4576.612216,84.150498,0,4492.461718,12409.344357,27365.49,11217.52,14405.21,1515.77,0,226.99,38096.491167,36889.74,1206.751167,0.2,5.25,7.63,0.27,-0.32,0.08,2018-08-01,16439.556822,16135.20694,11838.343685472,4957.3519008005,4879.7371119163,16153.3701,6774.03300308701,3847.25364,8158.015630616,11838.343685472,9826.65943,0,2011.65218,1339.98072,261.27328248741,688735.426496649,-145805.933796147,67.99,72.64
"141",2693.006168,4463.183203,83.750418,0,4379.432785,12144.239271,27628.18,11088.52,14635.32,1509.94,0,394.4,38601.858037,37355.57,1246.288037,0.2,5.08,8.01,0.39,0.23,0.47,2018-09-01,15555.344928,15277.94457,11143.43808,5054.3627621512,4846.3800078398,15388.49386,6828.78931791603,4641.6615,7626.24296650419,11143.43808,9550.14104,0,1593.29704,1159.40162,206.57031817617,713355.2911827,-176877.797147675,70.2,78.8
"142",2730.3636,4368.307964,83.039849,0,4285.268115,12060.561771,27564.62,10983.02,14859.38,1503.15,0.8,218.27,38926.568667,37598.42,1328.148667,0.2,5.27,8.34,-0.05,0.33,0.42,2018-10-01,15918.21788,15580.81855,11019.03978,4317.1913631884,4106.4928242519,15862.27903,6417.47552105865,5574.82228,8488.76496274771,11019.03978,9320.0342,0,1699.00558,1255.49303,249.12770559999,723202.260287733,-246215.524059479,70.75,81.12
