"","reservas_internacionales","pasivos_monetarios","emision_monetaria","dinero_electronico","reservas_bancarias","depositos_a_la_vista","cuasidinero_total","cuasidinero_ahorro","cuasidinero_plazo","cuasidinero_restringido","cuasidinero_operaciones_de_reporto","cuasidinero_otros_depositos","credito_al_sector_privado_total","credito_al_sector_privado_cartera","crédito_al_sector_privado_otros","tasas_de_interes_referenciales_porcentajes_basica","tasas_de_interes_referenciales_porcentajes_pasiva","tasas_de_interes_referenciales_porcentajes_activa","inflacion_mensual","inflacion_anual","inflacion_acumulada","periodo","TOTAL.NACIONAL.Producción.de.Petróleo.Crudo","TOTAL.NACIONAL.PRODUCCIÓN.DE.PETRÓLEO.CRUDO.FISCALIZADA..Miles.de.barriles.","TOTAL.NACIONAL.EXPORTACIONES.DE.PETRÓLEO.CRUDO..Miles.de.barriles.","TOTAL.NACIONAL.CRUDO.RECIBIDO.EN.REFINERÍAS.Y.CONSUMO.EN.OLEODUCTO..Miles.de.barriles.","TOTAL.NACIONAL.MATERIA.PRIMA.PROCESADA.EN.REFINERÍAS..Miles.de.barriles.","TOTAL.NACIONAL.TRANSPORTE.POR.OLEODUCTOS..Miles.de.barriles.","TOTAL.NACIONAL.PRODUCCIÓN.DE.DERIVADOS..Miles.de.barriles.","TOTAL.NACIONAL.IMPORTACIÓN.DE.DERIVADOS..Miles.de.barriles.","TOTAL.NACIONAL.CONSUMO.INTERNO.DE.DERIVADOS..Miles.de.barriles.","TOTAL.EXPORTACIONES.DE.PETRÓLEO..miles.de.barriles.","EXPORTACIONES.DE.PETRÓLEO.DE.EMPRESAS.PÚBLICAS..miles.de.barriles.","EXPORTACIONES.DE.PETRÓLEO.DE.COMPAÑÍAS.PRIVADAS..miles.de.barriles.","EXPORTACIONES.DE.PETRÓLEO.DE.MEM..miles.de.barriles.","TOTAL.EXPORTACIONES.DE.DERIVADOS..miles.de.barriles.","Exportaciones.de.Derivados..miles.de.barriles.","Ingresos.de.EP.PETROECUADOR.por.Exportaciones..miles.de.USD.","DIFERENCIA.INGRESOS.Y.EGRESOS..miles.de.USD.","Precio.Promedio.Mensual.WTI","Precio.Promedio.Mensual.Brent"
"143",2382.239099,4322.167668,83.534905,0,4238.632763,12114.443667,27625.08,10867.77,14971.47,1516.81,0,269.03,39821.836444,38561.09,1260.746444,0.2,5.32,8.47,-0.25,0.35,0.17,2018-11-01,15451.849741,15177.89034,10542.20112,4793.7569560104,4721.4768139365,15283.71009,6415.62432508795,4429.70504,8175.59445237119,10542.20112,8841.40261,0,1700.79851,698.78314,155.24746419235,530647.399784795,-165572.49417482,56.75,64.66
"144",2676.524971,4943.053594,83.556527,0,4859.497067,12065.213906,28404.8,11572.69,14972.07,1603.13,0,256.91,39997.578074,38842.63,1154.948074,0.2,5.43,8.69,0.1,0.27,0.27,2018-12-01,16103.067235,15757.04422,10897.73495,4861.2820947639,4789.6274016806,15643.57472,6987.63660253138,4642.255891,7922.94088740224,10897.73495,9314.03678,0,1583.69817,1286.28217,242.87532382664,501748.036727006,-115613.421213107,49.52,56.96
"145",3635.852156,4462.86187,82.699122,0,4380.162748,12020.265242,28229.69,11118.64,15286.44,1569.64,0,254.97,39994.459662,38809.79,1184.669662,0.2,5.62,7.99,0.47,0.54,0.47,2019-01-01,16240.368774,15940.54849,10747.79003,5093.1387389931,5018.7737053851,16119.50376,6848.30164072891,4626.64401,7801.34338046919,10747.79003,8775.22248,0,1972.56755,1085.78239,221.57906822079,488022.884368292,-69838.2727259328,51.63,59.37
"146",3281.81843,4898.395779,82.006207,0,4816.389572,12287.190736,28515.36,11156.3,15517.81,1600.15,1.5,239.6,40243.195865,39061.98,1181.215865,0.2,5.7,8.82,-0.23,0.16,0.24,2019-02-01,14934.075672,14638.51492,10074.18819,4571.750741567,4499.600338714,14496.96065,6419.86422472276,4389.9379,6977.90903111329,10074.18819,8494.68394,0,1579.50425,1219.19074,241.33488587251,534185.195866533,-80015.4190115028,54.98,64
"147",3972.841682,3605.867521,80.450566,0,3525.416955,12086.586714,28751.17,11136.26,15738.74,1616.01,0,260.16,40714.395148,39511.86,1202.535148,0.2,5.67,8.75,-0.21,-0.12,0.02,2019-03-01,16434.544004,16130.03365,12278.3152,3475.2711716399,3393.8515144709,16513.86341,5907.96342917901,4665.63909,7516.74018593886,12278.3152,10683.14993,0,1595.16527,1206.93683,236.48826261301,699311.648952738,-110850.11099331,58.16,66.08
"148",3488.324056,4496.839519,81.187766,0,4415.651753,11817.408053,29128.43,11451.6,15823.31,1617.09,0,236.43,41097.794973,39783.8,1313.994973,0.2,5.84,8.62,0.17,0.19,0.19,2019-04-01,15868.573385,15583.78564,12462.97101,3232.445865128,3153.7679614228,15538.27733,5707.52266150715,5860.04057,7500.05024749724,12462.97101,11129.50861,0,1333.4624,963.46229,190.79410939615,784237.827694161,-152156.937375104,63.87,71.15
"149",4083.614971,4738.048735,80.683117,0,4657.365618,11851.970221,29313.86,11340.32,16142.86,1636.35,0,194.33,41491.261309,40227.9,1263.361309,0.2,5.61,8.62,-0.004,0.37,0.19,2019-05-01,16487.759054,16196.05781,11939.46449,5061.0018440124,4983.2008947638,16168.33247,6376.5244543618,4975.11875,7782.24415892019,11939.46449,10134.20727,0,1805.25722,1255.27545,216.32417482114,692714.14042798,-125453.196781013,60.73,70.85
"150",4095.262396,4551.255368,80.756316,0,4470.499052,11964.158497,29550.75,11282.65,16448.59,1625.41,1.5,192.6,41906.426365,40714.77,1191.656365,0.2,5.89,8.02,-0.04,0.61,0.15,2019-06-01,15926.697948,15610.05061,10313.23198,4701.6099551397,4633.6558310055,15973.22686,6418.1604452069,4752.10094,7468.75756490643,10313.23198,8934.09888,0,1379.1331,1506.92645,267.62557865213,575558.776271802,-110155.22489725,54.68,64.03
"151",3772.458499,4628.451362,79.17447,0,4549.276892,12320.074937,29758.73,11291.62,16583.44,1691.06,0,192.61,42216.572837,41020.6,1195.972837,0.2,5.93,8.26,0.09,0.71,0.25,2019-07-01,16781.882642,16474.73242,12070.79254,5149.4785408612,5071.0884049844,16747.14269,6718.48465339594,5000.99203,8049.15328750505,12070.79254,10321.94373,0,1748.84881,1949.24163,312.20469004985,705867.665477807,-109505.521108912,57.51,63.91
"152",3808.386545,4925.889342,79.654212,0,4846.23513,12082.6244,30338.05,11443.25,17028.86,1677.75,1,187.19,42959.404192,41757.76,1201.644192,0.2,5.92,8.74,-0.1,0.33,0.14,2019-08-01,17057.350693,16727.81991,12827.81959,4851.7247347551,4766.3881317951,17022.4152,6729.21807951109,5277.79885,8022.05858062033,12827.81959,11516.19332,0,1311.62627,1424.49244,277.04360358718,683419.242616113,-107099.428110516,54.84,58.83
"153",5130.373703,3972.297598,79.739293,0,3892.558305,12109.575965,30171.34,11042.74,17250.43,1672.72,0,205.45,43538.971965,42336.18,1202.791965,0.2,5.98,8.65,-0.01,-0.07,0.13,2019-09-01,16407.221756,16159.96831,11385.51816,4713.0244854393,4629.6977634703,16656.46403,6696.91752254338,4772.68046,7666.35032617329,11385.51816,9532.89405,0,1852.62411,1173.83557,224.73814360816,572252.585448391,-100058.105800376,56.86,62.57
"154",4097.849466,4307.841406,80.421372,0,4227.420034,11945.934287,30562.48,11230.88,17416.93,1706.14,0,208.53,43812.723113,42588.65,1224.073113,0.2,6.03,8.79,0.52,0.5,0.65,2019-10-01,14486.200566,14209.32128,12118.64461,3948.6713196705,3879.2990041415,14706.44037,5791.88074274205,5058.44973,7361.24804580276,12118.64461,10747.31793,0,1371.32668,1552.09683,253.02086925891,602726.457211676,-86592.6812392189,53.98,59.73
"155",3178.708522,4345.927952,78.685245,0,4267.242707,12036.935346,30783.9,11217.85,17649.03,1717.6,0,199.42,44245.384389,43004.74,1240.644389,0.2,6.05,8.68,-0.7,0.04,-0.06,2019-11-01,16390.600169,16072.37437,11020.94768,4390.1349678104,4300.6585517935,16352.36163,6247.57763315541,4862.97317,7336.94771425471,11020.94768,9245.70296,0,1775.24472,1363.57585,209.37241042648,532540.068456704,-104320.624822617,57.25,63.11
"156",3397.108599,4457.954044,80.509587,0,4377.444457,12293.43308,31770.98,11878.11,17948.17,1748.02,0,196.68,44536.930548,43354.9,1182.030548,0.2,6.17,8.78,-0.00818656731807,-0.06533318075228,-0.06533318075228,2019-12-01,16800.808516,16458.60712,12576.47285,3824.3330571229,3739.1491513149,16597.48756,5762.95930789531,3975.009036,7516.86701493362,12576.47285,11417.24444,0,1159.22841,1148.32959,182.15945778282,663133.057825472,-76719.2881527719,59.81,66.9
"157",3568.029751,4614.637422,80.708488,0,4533.928934,12010.229957,31878.85,11578.45,18396.76,1725.52,0,178.12,44577.189382,43314.37,1262.819382,0.2,6.22,8.68,0.22701270835081,-0.30251692220514,0.22701270835081,2020-01-01,16574.61474,16291.54279,11762.51613,4737.998815485,4657.0042074429,16701.81672,6564.21516637929,4814.44187,7340.80206555186,11762.51613,10413.87645,0,1348.63968,1899.8781,280.82087258403,610704.73531922,-100601.263739921,57.56,63.38
"158",3280.399361,5037.236277,79.478054,0,4957.758223,12388.150916,32050.9,11585.99,18687.33,1582.21,0,195.37,44873.97691,43593.53,1280.44691,0.2,6.25,8.81,-0.154420697631,-0.227645548515,0.072241468922,2020-02-01,15560.59225,15207.00249,9538.65262,3910.5682727231,3832.0275099567,14950.55862,6019.7512399209,4744.90022,7035.34487877229,9538.65262,8223.30202,0,1315.3506,1124.45694,192.30971403179,414409.46347892,-81257.132679948,50.6,55.45
"159",1990.168459,4682.097468,79.441698,0,4602.65577,11557.880651,31577.62,11509.08,18238.78,1589.75,0,240.01,44744.86674,43498.52,1246.34674,0.2,6.24,8.77,0.19744107959173,0.18118519091272,0.26982516643283,2020-03-01,16760.16616,16448.77396,13617.2972,4727.3057135472,4642.2758832106,16737.82561,5815.2033068684,4396.34995,5511.79515963276,13617.2972,11904.10977,0,1713.18743,1868.53501,320.93556585307,312936.339081,-37401.9747555749,29.89,31.71
"160",2860.474236,5457.424725,79.834782,0,5377.589943,11173.589147,31748.57,11983.54,17964.03,1552,0,249,44364.73943,43027.75,1336.98943,0.2,7.24,8.4,1.00262527238719,1.01232492053039,1.27515577412994,2020-04-01,6297.11247,5478.51966,5260.81642,908.45006,880.00248,3758.62979,1744.59372125232,4077.18423,3234.0004107,5260.81642,4901.10824,0,359.70818,561.70819,96.8454912201361,78069.3428798,16662.9833646656,16.52,18.83
"161",3402.032291,5714.167845,79.851142,0,5634.316703,11177.059974,31811.48,11893.41,18157.76,1544.07,0,216.24,44372.965034,43049.49,1323.475034,0.2,5.97,8.98,-0.25998409407574,0.75394827482329,1.01185647786678,2020-05-01,10390.18382,10853.66612,9078.26563,828.128524328,766.948236676,12836.90253,1852.00409547246,2388.94109,4274.67548338057,9078.26563,7618.54763,0,1459.718,0,28.9732001873288,193275.01741,-2447.41485792481,28.57,28.81
"162",2665.608541,5611.649593,80.086129,0,5531.563464,11405.874773,31992.94,11812.39,18453.57,1526.18,0,200.8,44356.387982,43036.62,1319.767982,0.2,5.98,9.1,-0.6198146946126,0.16530153379366,0.38577014811597,2020-06-01,15435.30236,15078.00113,12502.08281,3539.1197651495,3470.8735321114,14042.38069,5080.7197440062,2660.87746,5580.90449479424,12502.08281,10263.7967,0,2238.28611,938.65792,173.09406187718,381428.4197162,-15585.7860183499,38.3,40.08
"163",3039.952346,5847.898753,80.430102,0,5767.468651,11361.448197,32357.36,11817.52,18823.58,1516.55,0,199.71,44299.564902,42912.52,1387.044902,0.2,6.24,9.12,-0.61264944705829,-0.53920244509102,-0.22924271762167,2020-07-01,16163.68809,15923.15113,11135.85737,4015.1306151,3926.2214561,15644.09779,5218.08641748782,4961.28698,6193.01110137157,11135.85737,9486.06813,0,1649.78924,1321.34389,241.3455742393,388061.09060035,-51951.0753287122,40.75,43.27
"164",3257.813392,6045.252229,79.928889,0,5965.32334,11547.028051,32812.19,11944.07,19118.55,1517.96,0,231.61,44321.242128,42925.5,1395.742128,0.2,6.37,9.03,-0.32384975764813,-0.75795214026351,-0.55235007328436,2020-08-01,15979.48021,15619.90452,11540.41741,4318.219656122,4325.107227772,16217.1968,5738.27790713198,4288.35001,6355.05369238457,11540.41741,10608.91077,0,931.50664,1870.72497,371.52761111435,473518.14265256,-23452.556364864,42.36,44.79
"165",3442.982341,6176.12754,79.820223,0,6096.307317,11546.076266,33209.77,11944.62,19561.08,1485.72,0,218.35,44333.096728,43087.14,1245.956728,0.2,6.36,9.02,-0.15655589551521,-0.90146789762798,-0.70804123219596,2020-09-01,15347.53689,15014.54119,12669.99903,4226.017899082,4145.312959082,15299.35896,5406.09980217798,3903.82381,6669.62537447814,12669.99903,10954.99862,0,1715.00041,1492.37764,334.68053543809,439915.81546154,-17583.0120152874,39.61,40.58
"166",5517.619391,7564.752856,80.415096,0,7484.33776,12225.855541,34143.56,12364.23,20031.54,1544.27,0,203.52,44784.413084,43475.27,1309.143084,0.2,6.31,8.96,-0.18927848222104,-1.60142749485378,-0.89597954471921,2020-10-01,15756.82675,15433.05883,11075.38992,4130.766609824,4062.5497738711,15623.67906,5550.79567434847,4409.21064,7286.49670578057,11075.38992,10350.58741,0,724.80251,1322.40944,401.37020832876,413925.792028572,-18455.7218032247,39.53,40.01
"167",5066.615071,7299.520147,79.486806,0,7220.033341,12420.376232,33828.11,12116.96,19929.14,1557.71,0,224.3,45187.009179,43894.34,1292.669179,0.2,6.07,8.83,-0.00873440479735,-0.91274819974446,-0.90463569103622,2020-11-01,15319.55617,14988.56809,11172.43312,4496.6557244376,4435.1842921578,14675.06594,5645.17154329379,4552.6136,7155.19120041257,11172.43312,10017.04949,0,1155.38363,1491.34174,361.26220048273,422683.60635125,-25594.8130287249,41.52,42.54
"168",7195.654421,8700.351761,79.951291,0,8620.40047,12975.905788,35411.82,13399.31,20193.73,1602.27,0,216.51,45648.627337,44326.01,1322.617337,0.2,5.89,8.5,-0.02861233520644,-0.93298918884635,-0.93298918884635,2020-12-01,15864.66164,15511.56137,12168.08337,3693.3843502574,3615.048776952,15798.52892,5724.04823435201,4768.6207,7685.13626270657,12168.08337,10891.34332,0,1276.74005,950.15586,486.2414023487,507560.26380343,-31560.9314464697,47.05,49.74
"169",6590.86154,7988.591631,79.315653,0,7909.275978,12634.386799,35315.64,12966.96,20559.26,1574.2,0,215.22,45735.515748,44406.84,1328.675748,0.2,5.82,8.58,0.11615504072961,-1.04256381808014,0.11615504072961,2021-01-01,15766.13433,15464.71988,10942.18132,4458.4878965314,4378.0889144557,15524.07763,5880.50358194241,5065.51893,6861.58731783819,10942.18132,9225.61908,0,1716.56224,1161.12649,426.12506669895,504121.76448802,-65492.7321445945,52.11,54.73
"170",5790.926871,7438.208727,78.178554,0,7360.030173,12721.217435,35381.8,12946.56,20660.61,1556.47,0,218.16,45982.274281,44647.34,1334.934281,0.2,5.7,8.38,0.08434369158303,-0.80592327448249,0.20059670176196,2021-02-01,14053.99206,13758.09606,10225.81053,3707.3218844264,3649.206944723,13484.86161,5568.94451948153,3701.7494,6579.12668658486,10225.81053,9066.98194,0,1158.82859,1133.41492,512.99026889461,563047.111988257,-75722.9465532821,59.08,62.23
"171",5779.174068,7297.721736,77.894854,0,7219.826882,13440.966745,35495.69,13065.59,20631.72,1583.75,0,214.63,46498.766263,45091.68,1407.086263,0.2,5.53,8.12,0.17539634087867,-0.82774726000284,0.37634488191544,2021-03-01,15576.90487,15247.76595,11486.83055,3584.3276426859,3539.3418596577,15258.68335,5768.81584620871,5029.55689,7338.31719350424,11486.83055,10146.9328,0,1339.89775,740.19714,648.86316374427,636007.830891879,-112671.21649394,62.35,65.56
"172",5788.493863,7123.280277,77.711896,0,7045.568381,12876.530252,36090.23,13471.5,20766.89,1581.83,0,270.01,46712.839946,45292.58,1420.259946,0.2,5.55,8.28,0.34919190936316,-1.46933908449061,0.72685095715755,2021-04-01,14977.51948,14633.6519,10278.29041,4303.9610283783,4248.6475732512,14513.22437,5624.01008957735,4580.76801,6968.32381226667,10278.29041,8985.6519,0,1292.63851,1121.96836,783.05849125601,575347.217004489,-81102.9484945992,61.71,64.46
"173",5923.26996,7549.642604,77.164545,0,7472.478059,13033.792233,36218.116944,13272.475577,21138.037003,1581.111385,0,226.492979,46978.446211,45525.073829,1453.372382,0.2,5.54,9.33,0.0833407294384,-1.13017709958121,0.81079744948558,2021-05-01,15449.35535,15157.70033,11079.05409,4482.6899373824,5082.6456872907,15282.6794,6721.53515613791,4048.13183,7059.99615376014,11079.05409,9711.53607,0,1367.51802,1716.96707,784.05777157769,695404.312610192,-75359.7703722556,65.23,68.51
"174",6048.807536,7549.805244,77.858101,0,7471.947143,13115.309276,36797.812577,13385.123939,21559.553188,1606.583392,0,246.552058,47764.464279,46298.901176,1465.563103,0.2,5.51,8.06,-0.17561371287036,-0.6882572917031,0.63375986511032,2021-06-01,14814.70941,14467.9446,10562.86364,4602.2582180105,4536.0507,13941.82173,6380.13035318092,4284.30896,7841.30796187872,10562.86364,9083.62735,0,1479.23629,1285.90176,776.75594722178,689586.758141612,-93198.3305238105,71.38,72.96
"175",5405.293999,6804.894326,78.805275,0,6726.089051,13355.542009,37252.036919,13542.324147,21894.439853,1599.350133,0,215.922786,48305.932306,46848.294774,1457.637532,0.2,5.66,8.12,0.52620856086342,0.44973434239079,1.16330332463927,2021-07-01,15278.93407,14944.80102,9426.3268,5043.8450900588,4990.3002931744,14848.27414,6900.26708087199,5286.20044,8343.8517048441,9426.3268,7681.21793,0,1745.10887,1504.87687,1310.08069917592,603858.47287136,-104971.094579154,72.58,74.99
"176",5872.352146,6534.158605,79.163839,0,6454.994766,13537.763389,37645.18386,13697.124175,22122.64989,1605.469512,0,219.940283,49088.647878,47618.498796,1470.149082,0.2,5.52,7.87,0.11548992758773,0.89248373189581,1.28013675039425,2021-08-01,15030.467607,14650.16837,10125.76247,4995.8029560983,4945.3822889519,14510.68969,6673.01930310273,5441.7763,7687.65319608524,10125.76247,9144.16573,0,981.59674,1494.84126,891.46383185718,649509.495579098,-111443.504925478,67.73,70.8
"177",6294.527158,6946.824589,79.881505,0,6866.943084,13994.697171,38183.488576,13843.232833,22502.189845,1591.851391,0,246.214507,49815.293749,48349.528609,1465.76514,0.2,5.51,7.57,0.01568527270479,1.06653461143492,1.29602281603933,2021-09-01,14550.75865,14223.02203,9401.49197,4639.0242442046,4582.5459939838,14606.28283,6438.61798172656,3992.92311,7971.14497715586,9401.49197,8014.1512,0,1387.34077,1309.71646,813.32588662162,603649.639708387,-93342.5418282296,71.46,74.4
"178",7549.613937,7970.028932,81.099347,0,7888.929585,13996.594461,38531.332143,13903.800421,22786.546417,1596.712148,0,244.273157,50416.377769,48949.807522,1466.570247,0.2,5.47,7.49,0.20820299473587,1.46901717881236,1.50692416909065,2021-10-01,14918.16636,14606.73845,10703.25249,5282.3423653533,5238.4035715356,14277.12617,7032.37489968732,4532.96749,8280.07679158657,10703.25249,9340.2066,0,1363.04589,1710.32832,811.27198205265,824366.910456228,-143171.218968403,81.36,83.54
"179",7564.965603,7841.369332,82.487489,0,7758.881843,14463.684105,38491.407984,13734.814789,22914.212156,1600.260916,0,242.120123,51203.027853,49721.109048,1481.918805,0.2,5.48,7.64,0.3595344447324,1.84272860247443,1.87187652526693,2021-11-01,14547.85949,14258.91989,10062.4528,5150.1620640197,5101.8017751322,13896.11974,6969.97084763494,5440.07397,7855.47729314086,10062.4528,8179.0777,0,1883.3751,1536.13956,593.723894214,656765.830197961,-118951.342480665,79.11,81.37
"180",7897.870308,8178.764541,84.381891,0,8094.38265,14671.576141,39820.426369,14764.878853,23218.249472,1616.447695,0,220.850349,51859.997326,50372.336444,1487.660882,0.2,5.91,7.44,0.06753772233274,1.94067847036972,1.94067847036972,2021-12-01,7636.82495,8161.69058,3152.25884,3209.2824305584,3177.4139917179,4841.76709,5583.31834384232,5499.792578,7944.16283320371,3152.25884,2702.56903,0,449.68981,1531.45873,666.35277006769,256176.497441602,-111725.205386612,71.87,74.1
"181",7987.211158,7488.139104,83.884524,0,7404.25458,14790.531255,39649.323368,14323.42195,23487.457563,1581.129529,0,257.314326,51919.143642,50446.727798,1472.415844,0.2,5.57,7.39,0.72132776209696,2.55687989942829,0.72132776209696,2022-01-01,14135.68067,14672.47155,8643.8211,4349.1462351548,4307.030557123,15061.94579,6305.68865075801,5100.36887,7225.26139626214,8643.8211,7891.06372,0,752.75738,1156.23218,295.18171160973,698589.927812727,-130972.551700974,83.16,86.61
"182",8047.329259,7717.511041,83.852512,0,7633.658529,14842.479143,40491.778236,14558.946532,24049.588374,1639.835206,0,243.408124,52805.089715,51319.779021,1485.310694,0.2,5.71,7.38,0.23249574833212,2.70869198242192,0.95550056680749,2022-02-01,13394.29016,13137.53574,8873.13769,4770.5015927485,4715.5889240968,13433.16109,6096.34247919794,4255.29352,7470.45570923962,8873.13769,7519.7271,0,1353.41059,944.53862,513.51192982044,710959.181820149,-161215.587165747,91.7,98.01
"183",9226.323649,8057.640522,84.328312,0,7973.31221,15697.418471,40856.854735,14669.961447,24274.293134,1669.497377,0,243.102777,53794.56289,52310.591023,1483.971867,0.2,5.51,7.23,0.11243597066022,2.64413943251374,1.06901086380467,2022-03-01,15336.62543,15021.89301,10732.76467,5247.4500579366,5189.160430484,14791.19957,6856.34957641898,4537.97553,7985.51343928976,10732.76467,8192.64306,0,2540.12161,1519.98626,556.9012445126,962421.964051741,-254504.887207577,108.52,118.75
"184",8467.584946,7293.727668,85.152812,0,7208.574856,15154.875301,41243.653557,15244.426527,24119.3773,1643.325105,0,236.524625,54549.86653,53081.608063,1468.258467,0.2,5.79,7.04,0.59364785176325,2.89418598853868,1.66900487559601,2022-04-01,14912.53085,14621.08776,9376.92678,5176.4648795091,5127.4941505482,14155.59757,6863.51128638219,4603.47231,7874.06339767276,9376.92678,8576.6008,0,800.32598,1521.85731,1769.90341966992,946410.350666444,-274754.329485823,101.77,104.37
"185",8184.033216,6427.226992,85.725187,0,6341.501805,15312.470982,41547.663359,15065.068637,24550.04257,1685.889122,0,246.66303,55220.140525,53768.306318,1451.834207,0.2,5.54,6.74,0.55741100618981,3.38157055096616,2.23571909865624,2022-05-01,15343.31591,15033.95148,9200.4216,4813.1547298475,4751.0015777766,14725.19223,6870.17749906408,4849.27863,8050.26804450433,9200.4216,7859.47357,30,1310.94803,1519.86866,634.5992642428,937522.214532624,-343655.455111891,109.86,113.13
"186",8584.609965,6249.970045,85.687406,0,6164.282639,15241.202088,41849.595004,15037.884018,24854.15659,1714.941435,0,242.612961,55625.210671,54205.49631,1419.714361,0.2,6.1,7.11,0.6482245421654,4.23476580568665,2.89843612071301,2022-06-01,12261.84889,11936.92409,9933.80082,4703.2114320678,4664.6838069053,12134.94425,6374.46845285061,5719.07548,7248.21343094253,9933.80082,8681.1914,26.71041,1225.89901,1346.97657,890.15980853032,1033048.50892902,-444861.566210039,114.36,123.56
"187",9016.414801,6851.729014,85.31812,0,6766.410894,14938.087039,42257.25244,14982.689767,25329.623892,1716.387025,0,228.551756,56225.208234,54880.08841,1345.119824,0.2,5.67,7.31,0.16023635546838,3.85529235625633,3.0633168245868,2022-07-01,14963.14209,14727.94335,9172.88047,4673.421822602,4629.6819997778,14480.26046,6524.15162872988,4827.46994,8542.65577835909,9172.88047,8300.06967,0,872.8108,1140.1804,1099.00480056337,817540.086973075,-348014.618489507,100.25,112.63
"188",9010.086241,6590.116027,86.496835,0,6503.619192,15303.908142,42844.175686,15151.021643,25709.97176,1758.109372,0,225.072911,56994.319923,55691.318721,1303.001202,0.2,5.76,8.09,0.02859861482433,3.7651552286571,3.09279150559064,2022-08-01,15326.32257,14965.62931,9766.03543,4571.5980322281,4548.8936430336,14729.71635,6625.9202952126,4892.44069,8801.51877315562,9766.03543,8326.97256,41.7332,1397.32967,942.65877,1029.74319036569,760863.033984239,-286189.150662151,91.57,99.62
"189",8381.258365,6076.227839,86.909392,0,5989.318447,15784.172286,43230.159173,15057.254949,26211.553032,1741.651165,0,219.700027,57772.789914,56483.530791,1289.259123,0.2,5.93,8.45,0.35691164376545,4.11917377349513,3.46074168235694,2022-09-01,14708.72805,14402.53262,9682.21987,4649.7643300997,4605.584075744,14043.48934,6594.69819356372,5137.27894,8911.59225943615,9682.21987,7593.09251,0,2089.12736,1107.20932,1095.83173901531,651053.958249748,-265271.204300264,84,89.82
"190",7739.196234,6540.379303,87.505689,0,6452.873614,15580.326012,43438.357479,14836.332845,26525.796864,1831.261355,0,244.966415,58340.608903,57081.616274,1258.992629,0.2,6.13,8.35,0.11674591060115,4.02414726118116,3.58152786734871,2022-10-01,15284.36592,14993.31854,9617.01504,3995.5351488363,3920.4488265373,14989.11907,6082.09982681299,5231.66006,9073.23120849409,9617.01504,8759.65247,8,849.36257,949.2002,939.56770582444,750778.2519297,-307238.909555712,87.26,93.11
"191",7532.397761,6146.58168,88.094463,0,6058.487217,15281.711289,43752.904498,14770.126155,26893.347121,1836.635464,0,252.795758,58747.718553,57583.913565,1163.804988,0.2,6.26,8.49,-0.00702074724407,3.64420736328825,3.57425567008559,2022-11-01,14675.72682,14337.75952,10578.69798,4852.9052675446,4797.4376847902,14229.10766,6227.5740083722,6231.31833,8441.87173212295,10578.69798,8745.08948,106.5,1727.1085,947.84166,420.89550925863,707807.505480804,-327678.584917968,84.15,91.1
"192",8458.65221064,7318.1397007,87.66615294,0,7230.47354776,14985.42708842,45119.519669,15722.670463,27284.539951,1836.329933,0,275.979322,59046.53025362,57893.054704,1153.47554962,0.2,6.35,8.48,0.15774817213175,3.73764216520422,3.73764216520422,2022-12-01,15210.51664,14834.88874,11321.37783,5173.2294861949,5111.1518836322,14677.62057,6950.08964539024,5401.55217,9397.31107859385,11321.37783,10026.50951,24.5,1270.36832,950.59667,1029.63331148673,738539.875477133,-183313.455844984,76.5,80.38
"193",8360.64326476,6898.43660923,87.12762918,0,6811.30898005,15304.35367782,44920.432118,15202.257435,27758.897247,1727.102108,0,232.175328,59252.63268177,58099.075417,1153.55726477,0.2,6.65,8.54,0.12058699235313,3.11891093528107,0.12058699235313,2023-01-01,15175.12057,14841.91573,8616.08005,5114.1657436331,5052.3858958275,14353.22824,7016.16021215315,5125.64715,9179.35465815633,8616.08005,7311.86849,0,1304.21156,1138.97191,965.91179080292,529451.857350485,-230686.999415901,78.19,82.86
"194",7887.48082187,6723.00253505,87.32465164,0,6635.67788341,14938.91920263,45386.015284,15097.505341,28199.120443,1851.100113,0,238.289387,59714.22306648,58582.382095,1131.84097148,0.2,6.8,8.78,0.01827729621218,2.89852359163641,0.13888632860709,2023-02-01,12476.16689,11782.30482,9067.18498,3986.868458037,3936.4979145353,10645.41462,5902.7572423755,5134.52652,8047.79871387348,9067.18498,7678.42533,86,1302.75965,571.84764,608.02876347676,520551.501421341,-198283.277341452,76.81,82.5
"195",8189.69426082,6794.66250605,87.70665,0,6706.95585605,15719.23728399,45980.645579,15320.205963,28538.959202,1872.294844,0,249.18557,60318.0031323,59220.906073,1097.0970593,0.2,6.92,8.96,0.0649852363323,2.84975232302885,0.20396182054827,2023-03-01,13843.29909,13917.80093,8798.33516,4730.8354963814,4671.1113127679,15255.10562,6592.16562528589,5713.7118,8513.34412002762,8798.33516,7673.7497,48.68885,1075.89661,950.35182,680.31513284275,513381.503528768,-183134.908158994,73.37,78.29
"196",8054.8887683,6356.21938266,87.18792757,0,6269.03145509,14614.20934787,46748.575169,15832.595064,28754.664948,1914.506951,0,246.808206,60779.94186735,59690.508858,1089.43300935,0.2,6.97,9.04,0.19621750825702,2.44340845074471,0.40057953760737,2023-04-01,14156.10644,13857.28727,8748.56081,5003.712116543,4960.0898558927,13838.16733,6821.33263760929,5684.83465,8026.08445733067,8748.56081,7986.83203,0,761.72878,1329.86749,993.84619843262,623518.430527501,-168267.700459218,79.44,84.9
