"fecha","TOTAL NACIONAL-Producción de Petróleo Crudo","TOTAL NACIONAL-PRODUCCIÓN DE PETRÓLEO CRUDO FISCALIZADA (Miles de barriles)","TOTAL NACIONAL-EXPORTACIONES DE PETRÓLEO CRUDO (Miles de barriles)","TOTAL NACIONAL-CRUDO RECIBIDO EN REFINERÍAS Y CONSUMO EN OLEODUCTO (Miles de barriles)","TOTAL NACIONAL-MATERIA PRIMA PROCESADA EN REFINERÍAS (Miles de barriles)","TOTAL NACIONAL-TRANSPORTE POR OLEODUCTOS (Miles de barriles)","TOTAL NACIONAL-PRODUCCIÓN DE DERIVADOS (Miles de barriles)","TOTAL NACIONAL-IMPORTACIÓN DE DERIVADOS (Miles de barriles)","TOTAL NACIONAL-CONSUMO INTERNO DE DERIVADOS (Miles de barriles)","TOTAL EXPORTACIONES DE PETRÓLEO (miles de barriles)","EXPORTACIONES DE PETRÓLEO DE EMPRESAS PÚBLICAS (miles de barriles)","EXPORTACIONES DE PETRÓLEO DE COMPAÑÍAS PRIVADAS (miles de barriles)","EXPORTACIONES DE PETRÓLEO DE MEM (miles de barriles)","TOTAL EXPORTACIONES DE DERIVADOS (miles de barriles)","Exportaciones de Derivados (miles de barriles)","Ingresos de EP PETROECUADOR por Exportaciones (miles de USD)","DIFERENCIA INGRESOS Y EGRESOS (miles de USD)","Precio Promedio Mensual WTI","Precio Promedio Mensual Brent","smoothed"
2011-01-01,15526.29366,15249.13516,10286.98147,5050.64447,4975.02113,15130.3736,5635.37818571429,2480.092477,6639.04327929219,10286.98147,8832.83888,60.5869999999995,1393.55559,923.41115,1.1191074824801,801458.34458,-135140.214167562,89.49,96.35,9.62558677369068
2011-02-01,14253.46926,14050.84176,10677.92341,4292.39468,4228.9245,13953.34967,5109.3851647619,2811.555285,6295.44317207914,10677.92341,9149.32903,85,1443.59438,762.76562,1.72972060003599,831144.80908,-148654.3384585,89.4,103.76,9.62740147603581
2011-03-01,15549.98971,15457.84493,11579.28729,4915.3778,4841.6026,15070.29459,5787.02359428572,3184.4904925,7137.63485701043,11579.28729,9607.25506,197.83289,1774.19934,1190.87014,2.28066317119988,1073925.04123,-226434.473921366,102.99,114.6,9.62824463288856
2011-04-01,15114.10173,14806.04356,8455.08923,4759.22417,4693.46939,14398.49196,5614.88174571429,3831.9766765,6587.34231749009,8455.08923,8363.08923,51.7299999999996,40,806.17812,2.50250134232806,1004846.84325,-284759.120349648,109.89,123.72,9.62891923380711
2011-05-01,15423.53591,15242.74472,10913.71888,4716.49016,4643.64494,14814.41866,5854.66962047619,3575.7390099,6765.09182050124,10913.71888,10193.70183,0,720.01705,779.48701,2.46563472030209,1120178.41417,-304158.858880192,101.19,115.1,9.62829273845853
2011-06-01,14848.45352,14579.52766,10681.29965,4916.88156,4848.70902,14058.30176,6027.99430904762,3057.59229255,6613.03979098748,10681.29965,9201.18807,5.63999999999942,1474.47158,801.02491,2.34289343376406,976136.44549,-220622.401976316,96.21,114.04,9.62850406886204
2011-07-01,15239.8076,14898.95775,10715.94863,5163.35415,5094.37587,14357.59064,6229.11313190476,3498.45564185,6668.22774377295,10715.94863,9463.83654,0,1252.11209,1155.80271,2.80056629914998,1044098.20138,-259657.300670228,97.14,116.889,9.6290341928024
2011-08-01,15363.54325,15186.22278,10008.63467,4966.91821,4916.7563,14735.09656,6299.10919857143,3217.68891465,7008.17264652005,10008.63467,8619.64659,0,1388.98808,1305.59512,2.46764288021996,890618.16528,-247982.971260667,86.3,110.46,9.63098430861367
2011-09-01,14847.93684,14587.47288,10277.38741,4928.44106,4861.89055,14059.03745,6356.06325761905,3609.14473,7101.95977992367,10277.38741,8348.08115,0,1929.30626,1298.26705,3.33860606075996,917454.8701,-270776.307802759,85.6,113.13,9.63060685940134
2011-10-01,15547.18218,15093.20204,9368.74488,4784.23733,4712.85593,14672.371,6142.80393095238,3959.86277,7218.76194882291,9368.74488,7803.99042,2.23300000000017,1562.52246,956.10094,2.73449737930036,886357.67954,-289072.146762599,86.45,109.44,9.63003832546396
2011-11-01,15123.9732,15012.25161,9139.61847,4646.85737,4579.73672,14645.54733,5430.39910142857,3495.44583,7294.44967012143,9139.61847,7383.56373,8.49902999999904,1747.55574,729.41068,1.58438919550599,900813.27616,-258271.471203823,97.11,110.66,9.6300894733454
2011-12-01,15518.6402,15255.4469,9626.99007,4631.11813,4562.69043,14157.5471,5559.41935666667,4298.77427,7283.60706174172,9626.99007,8632.55478,0,994.43529,588.48412,3.7553244607841,967037.26515,-304345.888425011,98.58,107.86,9.63121455774449
2012-01-01,15625.37881,15478.90437,13058.14345,4551.1554,4480.42611,15479.70732,5839.1065508381,3587.23662425,6661.91962585962,13058.14345,12285.91573,0,772.22772,778.37624,1.44618354930401,1305049.38861,-272430.449734425,100.3,110.58,9.63394935307623
2012-02-01,14590.95365,14200.20523,10898.66845,4740.88696,4693.84991,13657.51614,5641.39130773178,2767.268939234,6334.06233776852,10898.66845,8608.17445,0,2290.494,954.60775,4.16979674769004,1002634.5864,-193639.071102459,102.35,119.56,9.63666571101689
2012-03-01,15479.717,15336.90017,9860.66766,4807.18495,4763.44873,14887.28742,5777.9428018678,2934.750155779,6882.92304029438,9860.66766,8692.52507,0,1168.14259,777.66083,3.46740476149603,1067758.04919,-242595.817310847,106.31,125.33,9.63858237483319
2012-04-01,15011.338119,14747.4638,10300.46713,4866.29916,4800.92028,14244.01927,6115.32085094818,3215.730582516,6536.04221162762,10300.46713,9238.60397,0,1061.86316,1408.79274,2.27269082217003,1189984.18214,-283432.253650571,103.35,119.71,9.63880518743558
2012-05-01,15433.00539,15206.089997,11437.85788,4766.9799,4686.31397,14993.83186,6457.33872800152,4149.701849432,7140.38918580548,11437.85788,9885.40001,0,1552.45787,1148.89742,4.67573804446033,1118307.4755,-316555.940194568,94.45,110.27,9.63881114889429
2012-06-01,15050.28206,14729.55773,10264.33016,4788.237017,4728.13217,14554.12161,5877.45950900681,3961.45986,6963.24658643933,10264.33016,9337.65505,0,926.67511,1158.06258,3.89667874585984,908799.11529,-295379.694581531,82.33,95.19,9.63927107050294
2012-07-01,15748.23774,15548.34735,10177.89412,4309.2124,4235.81195,15175.23575,5963.21169554467,3329.00845,7038.86854879486,10177.89412,8539.34331,0,1638.55081,742.86955,3.46121965950806,841949.68651,-239360.860087323,87.79,102.59,9.63943644373126
2012-08-01,15872.589278,15616.5256,11302.72165,4802.41,4739.95642,15294.74877,5871.92539497743,3793.64674,7414.52138555419,11302.72165,10058.69375,0,1244.0279,766.29588,3.93113045623988,1042719.29044,-301992.229572592,94.08,113.48,9.63753860434413
2012-09-01,15193.39643,14902.529549,11460.39961,4549.74149,4481.54349,14546.31149,6119.38922535305,3657.46355,7125.68560024629,11460.39961,9435.31634,0,2025.08327,745.17706,2.19545231510801,1021368.43554,-313034.161460245,94.55,112.86,9.6383495636891
2012-10-01,15588.8071,15332.49332,10421.79786,4758.867179086,4687.733711432,14923.06598,5904.26586714905,3880.2472338125,7961.66823801295,10421.79786,9017.48515,0,1404.31271,351.1178,3.67363476180998,888023.13924,-329625.848117075,89.47,111.61,9.64086733934246
